Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,37870,LB2_113.fasta,0.08747281497443012,0.006224580062698459,0.56215483234714,CM
,37870,LB2_175.fasta,0.08644173900059682,0.005202149868348453,0.5578635740849481,CM
,37870,LB2_33.fasta,0.08768204743961064,0.01948881431652302,0.5665126217451799,CM
,37870,LB2_349.fasta,0.07153733382978573,0.0014271729857455967,0.504000884173298,CM
,37870,LB2_385.fasta,0.0831291324855262,0.003114240670875909,0.5373538838612368,CM
,37870,LB2_634.fasta,0.0642598810868119,0.0009269490880727041,0.48720085470085467,CM
,37870,LB2_7.fasta,0.08505376258556487,0.004459040645707581,0.5494746481588587,CM
,37870,LB2_736.fasta,0.06120178974217492,0.000774047969036948,0.4807903171390014,CM
,37870,LB2_771.fasta,0.04486835188136094,0.000384844939804952,0.453913839783405,CM
,37870,LB3_1353.fasta,0.06617747647611487,0.0009690149856029469,0.4904706590948202,CM
,37870,LB3_1357.fasta,0.0702960989060096,0.0012715396381303393,0.5005488233227959,CM
,37870,LB3_1494.fasta,0.07210488568330632,0.0013502291299080857,0.504000884173298,CM
,37870,LB3_1520.fasta,0.03909543836388269,0.00030321132027183353,0.4456105378361476,CM
,37870,LB3_1646.fasta,0.05703958430108706,0.0007153370320527609,0.4745462870462871,CM
,37870,LB3_1671.fasta,0.04302495783495507,0.00034982771603149363,0.4511119025007914,CM
,37870,LB3_1769.fasta,0.04954833606142952,0.0005543540742051429,0.4625324569944823,CM
,37870,LB3_1854.fasta,0.048034217945257605,0.0004906540475766079,0.459623447830995,CM
,37870,LB3_349.fasta,0.07378687423287672,0.0014258612308089603,0.5075008903133903,CM
,37870,LB3_420.fasta,0.08615753620799636,0.004246052638174491,0.5536373348873349,CM
,37870,LB3_484.fasta,0.07751593448432928,0.0026803355694126696,0.5220009157509157,CM
,37870,LB3_641.fasta,0.08433969308324327,0.0029981572095701035,0.5413342830009497,CM
,37870,LB3_8.fasta,0.0864528224810022,0.004589261814168262,0.5536373348873349,CM
,37870,LB3_827.fasta,0.056738878618173255,0.0007471784674567372,0.4745462870462871,CM
,37870,LB5_153.fasta,0.08453426270336062,0.0032882512963398167,0.5413342830009497,CM
,37870,LB5_193.fasta,0.08495037188203299,0.00285729519545145,0.5413342830009497,CM
,37870,LC2_1130.fasta,0.01685028067520513,4.874502986931317e-05,0.4152280011655011,CM
,37870,LC2_1213.fasta,0.07939457452625857,0.003342377216904146,0.525756318022505,CM
,37870,LC2_1313.fasta,0.05583502479183877,0.0006223631547626309,0.47148469809760135,CM
,37870,LC2_1518.fasta,0.05572064123483423,0.000628527260086987,0.47148469809760135,CM
