Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,37870,LB2_113.fasta,0.08705721139631827,0.01761062764825695,0.56215483234714,CM
,37870,LB2_175.fasta,0.08735692450666975,0.004854766338657194,0.5578635740849481,CM
,37870,LB2_33.fasta,0.08874202240964815,0.0062664445456756465,0.5665126217451799,CM
,37870,LB2_349.fasta,0.07093421117398009,0.0015393146557687888,0.504000884173298,CM
,37870,LB2_385.fasta,0.08230701459711844,0.0032250171605365716,0.5373538838612368,CM
,37870,LB2_634.fasta,0.06311290235078337,0.0011077312542111034,0.48720085470085467,CM
,37870,LB2_7.fasta,0.0860296399304568,0.004895439031981514,0.5494746481588587,CM
,37870,LB2_736.fasta,0.06093894348806798,0.000789500619540485,0.4807903171390014,CM
,37870,LB2_771.fasta,0.04482317886529439,0.0003885810928878515,0.453913839783405,CM
,37870,LB3_1353.fasta,0.06515522318393922,0.0010564195635367117,0.4904706590948202,CM
,37870,LB3_1357.fasta,0.06937029072129688,0.0013906241661926035,0.5005488233227959,CM
,37870,LB3_1494.fasta,0.07224153343859921,0.00133318602951115,0.504000884173298,CM
,37870,LB3_1520.fasta,0.03929548433267151,0.0002887115618403346,0.4456105378361476,CM
,37870,LB3_1646.fasta,0.05769960115850554,0.0006663562708064982,0.4745462870462871,CM
,37870,LB3_1671.fasta,0.042684157166842436,0.0003683477823946275,0.4511119025007914,CM
,37870,LB3_1769.fasta,0.04999593229315542,0.0005182003772139343,0.4625324569944823,CM
,37870,LB3_1854.fasta,0.04807902054347282,0.00048778644129534487,0.459623447830995,CM
,37870,LB3_349.fasta,0.07181905954895496,0.0016180167156034603,0.5075008903133903,CM
,37870,LB3_420.fasta,0.08632140361673836,0.004667917481621173,0.5536373348873349,CM
,37870,LB3_484.fasta,0.079080264522002,0.0019334323582973307,0.5220009157509157,CM
,37870,LB3_641.fasta,0.08329322331092467,0.0037631854863982004,0.5413342830009497,CM
,37870,LB3_8.fasta,0.08509372926135587,0.0061355493851997156,0.5536373348873349,CM
,37870,LB3_827.fasta,0.05695061569745892,0.0007298089750699278,0.4745462870462871,CM
,37870,LB5_153.fasta,0.08445226521146433,0.0029622291956065703,0.5413342830009497,CM
,37870,LB5_193.fasta,0.08348068717678336,0.0035344723572415244,0.5413342830009497,CM
,37870,LC2_1130.fasta,0.016993097752805154,4.548762232361127e-05,0.4152280011655011,CM
,37870,LC2_1213.fasta,0.07828925234828622,0.0027523135098009,0.525756318022505,CM
,37870,LC2_1313.fasta,0.05550483656177907,0.0006569970526934042,0.47148469809760135,CM
,37870,LC2_1518.fasta,0.05483239683975223,0.0007058484776930128,0.47148469809760135,CM
,37870,LC2_2001.fasta,0.03945211790692272,0.00028211266658599766,0.4456105378361476,CM
,37870,LC2_223.fasta,0.08075143962977688,0.003360043787631376,0.5334315927381621,CM
,37870,LC2_259.fasta,0.077868514374859,0.0025201114426951,0.5220009157509157,CM
,37870,LC2_3.fasta,0.06996638612806226,0.0013319049104954417,0.5005488233227959,CM
,37870,LC2_367.fasta,0.07866865902651216,0.0019868034078361256,0.5220009157509157,CM
,37870,LC2_4.fasta,0.07723893178976701,0.0018493194043594267,0.518298781596654,CM
,37870,LC2_436.fasta,0.06907176526841836,0.0011606420432759786,0.49714372928658646,CM
,37870,LC2_48.fasta,0.07098268995977519,0.0015562903307150514,0.504000884173298,CM
,37870,LC2_50.fasta,0.07842435016643114,0.0024618448472058015,0.5220009157509157,CM
,37870,LC2_53.fasta,0.06819275375379198,0.0013117601524353236,0.49714372928658646,CM
,37870,LC2_62.fasta,0.07537064173536215,0.0015140828244070426,0.5110498475883092,CM
,37870,LC2_641.fasta,0.06730699303345462,0.001090057909172033,0.49378465003465,CM
,37870,LC2_784.fasta,0.04070386724710325,0.0003562780562158685,0.44834434481673746,CM
,37870,LC2_803.fasta,0.06535095267349048,0.001061285945201807,0.4904706590948202,CM
,37870,LC2_934.fasta,0.07802415544561613,0.0017629627811492046,0.518298781596654,CM
,37870,LC3_115.fasta,0.08794567101788384,0.0046625621463994476,0.5578635740849481,CM
,37870,LC3_1340.fasta,0.07510949154576634,0.0015352623625756968,0.5110498475883092,CM
,37870,LC3_18.fasta,0.0837908112982452,0.00263363898616519,0.5373538838612368,CM
,37870,LC3_207.fasta,0.07095758283862942,0.0012099600762679168,0.5005488233227959,CM
,37870,LC3_527.fasta,0.08359732990657164,0.003988641476388327,0.5413342830009497,CM
,37870,LC3_54.fasta,0.08701767812627301,0.005098272575535543,0.5578635740849481,CM
,37870,LC3_58.fasta,0.08566883672869259,0.00460317504018997,0.5494746481588587,CM
