pairs	GCdiff	k3dist	k6dist	Homology	Predictions	InfProbabilities
49628--k141_184234||full.fasta:concatenated_Sample_49632_12.fasta	-1.4301357220606832	0.1355616680093653	0.374238541342335	0	1	0.9744379185686404
49628--k141_184234||full.fasta:concatenated_Sample_49632_5.1.fasta	-12.72025736861098	0.1590112812569228	0.3949177218321903	0	1	0.9936126788903614
49628--k141_184234||full.fasta:concatenated_49633-contigs.fasta	-1.5991693804133504	0.2764387204213885	0.4276750248603863	0	0	0.0664131812829521
49628--k141_184234||full.fasta:concatenated_Sample_49624_12.fasta	-16.198681893616367	0.2807383090998001	0.4294226549562553	0	1	0.9653837760110136
49628--k141_184234||full.fasta:concatenated_Sample_49624_46.fasta	-10.908893833318215	0.1346118245840236	0.3809395303325938	0	1	0.6336638449118794
49628--k141_184234||full.fasta:concatenated_49628-contigs.fasta	-2.355089727464268	0.2927007934007826	0.4329012054724339	0	0	0.4249218162470784
49628--k141_184234||full.fasta:concatenated_Sample_49628_11.fasta	-16.166297417231213	0.2809795839012709	0.4297913260675722	0	1	0.9653837760110136
49628--k141_184234||full.fasta:concatenated_Sample_49625_12.fasta	2.3276695855412086	0.1475947377571395	0.3877990732203853	0	1	0.962330892875669
49628--k141_184234||full.fasta:concatenated_49624-contigs.fasta	-2.082193721084458	0.2897444184631217	0.4314435359455953	0	1	0.7951700700780363
49628--k141_184234||full.fasta:concatenated_Sample_49624_47.fasta	-12.890153488432382	0.3376238627508665	0.4416099467024847	0	1	0.8772025794735894
49641--k141_262468||full.fasta:concatenated_Sample_49632_12.fasta	9.816725696746516	0.2014468905221089	0.4148033714842151	0	0	0.2603980631418007
49641--k141_262468||full.fasta:concatenated_Sample_49632_5.1.fasta	-1.4733959498037803	0.1950646051375305	0.3898738446860291	0	1	0.9864174803942908
49641--k141_262468||full.fasta:concatenated_49633-contigs.fasta	9.64769203839385	0.3143131517889012	0.4430537380675647	0	0	0.002595459146533
49641--k141_262468||full.fasta:concatenated_Sample_49624_12.fasta	-4.951820474809168	0.3126140628293741	0.4306888895752431	0	1	0.5858684454855474
49641--k141_262468||full.fasta:concatenated_Sample_49624_46.fasta	0.3379675854889825	0.2076942344274162	0.4043464375392502	0	1	0.9806699975058992
49641--k141_262468||full.fasta:concatenated_49628-contigs.fasta	8.891771691342932	0.3360493768796982	0.4481053226327587	0	0	0.0002277895696553
49641--k141_262468||full.fasta:concatenated_Sample_49628_11.fasta	-4.919435998424014	0.3126186405616015	0.4304884549138804	0	1	0.5858684454855474
49641--k141_262468||full.fasta:concatenated_Sample_49625_12.fasta	13.574531004348408	0.2795407683897083	0.4323982698782963	0	0	0.0162103578962979
49641--k141_262468||full.fasta:concatenated_49624-contigs.fasta	9.16466769772274	0.3304234810203733	0.4472080865905822	0	0	0.0002277895696553
