pairs	GCdiff	k3dist	k6dist	Homology	Predictions	InfProbabilities
49640--k141_111749||full.fasta:concatenated_Sample_49614_50.1.fasta	-19.642340928204504	0.3638766832246535	0.4314591649479805	0	1	0.9557807622264932
49640--k141_111749||full.fasta:concatenated_Sample_49618_51.fasta	-10.075352070841454	0.523920977478134	0.4997809491412537	0	0	0.2320291236638773
49640--k141_111749||full.fasta:concatenated_49622-contigs.fasta	-2.741456083551782	0.5655117422426721	0.5262278719842137	0	0	0.1443956662187749
49640--k141_111749||full.fasta:concatenated_49617-contigs.fasta	-2.575293054807645	0.5648415060161762	0.5249211568521399	0	0	0.1894445702054642
49640--k141_111749||full.fasta:concatenated_49620-contigs.fasta	-3.0566939487049325	0.5675072282816505	0.527125531341086	0	1	0.7275415263987232
49640--k141_111749||full.fasta:concatenated_49615-contigs.fasta	-3.1366458821973993	0.5709143520555928	0.5269837542064353	0	1	0.9536500281416388
49640--k141_111749||full.fasta:concatenated_49621-contigs.fasta	-2.8070811436111427	0.5720510532430084	0.5293460863583058	0	0	0.4922960338240795
49640--k141_111749||full.fasta:concatenated_Sample_49618_18.fasta	-20.82113198917863	0.4573492271098159	0.4627697045284027	0	1	0.9929148161955252
49640--k141_111749||full.fasta:concatenated_49618-contigs.fasta	-3.8041113538980937	0.5655990592165596	0.526196340184698	0	0	0.1487076575473587
49640--k141_111749||full.fasta:concatenated_49614-contigs.fasta	-2.806932573077411	0.5715007047753135	0.5283964926635143	0	0	0.4922960338240795
49618--k141_678278||full.fasta:concatenated_Sample_49614_50.1.fasta	-16.39869679815493	0.2384269358999821	0.3429512815575302	0	1	0.821371496682604
49618--k141_678278||full.fasta:concatenated_Sample_49618_51.fasta	-6.83170794079188	0.2493401168378489	0.3361606503610727	0	0	0.2202644100373822
49618--k141_678278||full.fasta:concatenated_49622-contigs.fasta	0.5021880464977926	0.2699500018981961	0.3556603650526453	0	0	0.0906291054162967
49618--k141_678278||full.fasta:concatenated_49617-contigs.fasta	0.6683510752419295	0.2686387613212959	0.3533265330800709	0	0	0.08840698352646
49618--k141_678278||full.fasta:concatenated_49620-contigs.fasta	0.1869501813446419	0.2838183158712817	0.3625167396097583	0	0	0.0480123979474135
49618--k141_678278||full.fasta:concatenated_49615-contigs.fasta	0.1069982478521751	0.2766134546906718	0.3566672596438804	0	0	0.0356412494540075
49618--k141_678278||full.fasta:concatenated_49621-contigs.fasta	0.4365629864384317	0.2826293478088613	0.3629757920686099	0	0	0.0149479440625123
49618--k141_678278||full.fasta:concatenated_Sample_49618_18.fasta	-17.577487859129057	0.3226631636599373	0.4012424909132049	0	1	0.9841241013190792
49618--k141_678278||full.fasta:concatenated_49618-contigs.fasta	-0.5604672238485193	0.2784881450084798	0.3559758578418803	1	1	0.9961931574545072
49618--k141_678278||full.fasta:concatenated_49614-contigs.fasta	0.4367115569721633	0.2734564968771045	0.3569206258071	1	1	0.8276548585236126
49623--k141_121963||full.fasta:concatenated_Sample_49614_50.1.fasta	-19.70238552341891	0.5209772419018011	0.5031318532153692	0	1	0.9700585626163808
49623--k141_121963||full.fasta:concatenated_Sample_49618_51.fasta	-10.13539666605586	0.4538112925990878	0.4717817431266934	0	0	0.281048913683791
49623--k141_121963||full.fasta:concatenated_49622-contigs.fasta	-2.801500678766189	0.3593243666721379	0.4427665740192418	0	0	0.2225932207074027
49623--k141_121963||full.fasta:concatenated_49617-contigs.fasta	-2.635337650022052	0.362404191479442	0.4443335980707679	0	0	0.0270005786088505
49623--k141_121963||full.fasta:concatenated_49620-contigs.fasta	-3.1167385439193396	0.354679894803032	0.4417630776511374	0	0	0.2190143495620792
49623--k141_121963||full.fasta:concatenated_49615-contigs.fasta	-3.1966904774118063	0.3535079368569386	0.4426432147447519	0	0	0.1828552190400258
49623--k141_121963||full.fasta:concatenated_49621-contigs.fasta	-2.8671257388255498	0.357114875112217	0.443089805421969	0	0	0.2574518387582465
49623--k141_121963||full.fasta:concatenated_Sample_49618_18.fasta	-20.88117658439304	0.2833689013380426	0.4140213245605897	0	1	0.9963899589655556
49623--k141_121963||full.fasta:concatenated_49618-contigs.fasta	-3.864155949112501	0.3562923384436683	0.4421172938731252	0	0	0.1376220875973926
49623--k141_121963||full.fasta:concatenated_49614-contigs.fasta	-2.866977168291818	0.3591597684193645	0.4437813653247539	0	0	0.0325098381681097
49620--k141_150709_1.fasta:concatenated_Sample_49614_50.1.fasta	-21.351472037471673	0.3469934236593486	0.4576107286668327	0	1	0.9906300748010362
49620--k141_150709_1.fasta:concatenated_Sample_49618_51.fasta	-11.784483180108625	0.3349253310615434	0.4498688087432126	0	0	0.1983402371787151
49620--k141_150709_1.fasta:concatenated_49622-contigs.fasta	-4.450587192818951	0.5038328468948425	0.4908854160204061	0	0	0.4599386726952843
49620--k141_150709_1.fasta:concatenated_49617-contigs.fasta	-4.284424164074814	0.5007149773027564	0.4899103600229729	0	0	0.2357235555754855
49620--k141_150709_1.fasta:concatenated_49620-contigs.fasta	-4.765825057972101	0.5025979495311371	0.4912273151468085	0	1	0.6950275799655837
49620--k141_150709_1.fasta:concatenated_49615-contigs.fasta	-4.845776991464568	0.4991650131556818	0.4898088835591728	0	1	0.6230212196193057
49620--k141_150709_1.fasta:concatenated_49621-contigs.fasta	-4.5162122528783115	0.5031679842927554	0.4909425680398426	0	0	0.2385601788392949
49620--k141_150709_1.fasta:concatenated_Sample_49618_18.fasta	-22.5302630984458	0.3958877046326626	0.4748520746418156	0	1	0.9993491035145088
49620--k141_150709_1.fasta:concatenated_49618-contigs.fasta	-5.513242463165263	0.4994855470877357	0.4893429764551547	0	0	0.3715390720947304
49620--k141_150709_1.fasta:concatenated_49614-contigs.fasta	-4.51606368234458	0.5030169857288338	0.4913120879601638	0	0	0.2385601788392949
49640--k141_92302||full.fasta:concatenated_Sample_49614_50.1.fasta	-4.578410312688959	0.1619817179163651	0.3400930877699923	0	0	0.4887880403120922
49640--k141_92302||full.fasta:concatenated_Sample_49618_51.fasta	4.988578544674091	0.2552711550029953	0.3893977723572442	0	0	0.0530739321322332
49640--k141_92302||full.fasta:concatenated_49622-contigs.fasta	12.322474531963763	0.3525993183036736	0.4321267050291838	0	0	0.0007077827920187
49640--k141_92302||full.fasta:concatenated_49617-contigs.fasta	12.4886375607079	0.3553645293535735	0.4319752964689955	0	0	0.0001522259624498
49640--k141_92302||full.fasta:concatenated_49620-contigs.fasta	12.007236666810613	0.3581848594400358	0.4348216694254175	0	0	0.007902491355803
49640--k141_92302||full.fasta:concatenated_49615-contigs.fasta	11.927284733318146	0.3440382484851489	0.4266414529951218	0	0	0.0005027190745623
49640--k141_92302||full.fasta:concatenated_49621-contigs.fasta	12.256849471904404	0.3593188221727992	0.4355295651224636	0	0	0.0036200672448354
