Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,235560,Contig_60400.fasta,0.021870629484812675,8.611340194300435e-05,0.46791383906931655,CM
,235560,Contig_303000.fasta,0.01390307197363591,3.934033300225377e-05,0.4558342319233478,CM
,235560,Contig_58480.fasta,0.0036064929830239806,1.9954035380961182e-06,0.39238057783590485,CM
,235560,Contig_547953.fasta,0.01941209048575864,7.420052233374333e-05,0.46535438992473055,CM
,235560,Contig_501261.fasta,0.013957282604369325,3.6325326640924665e-05,0.4547267629439422,CM
,235560,Contig_59812.fasta,0.02038658234802824,8.285453147704846e-05,0.46932180448276484,CM
,235560,Contig_137842.fasta,0.026590729039132,0.00014281434466675228,0.47649067115001686,CM
,235560,Contig_305555.fasta,0.019118293934616372,7.312322999168146e-05,0.46558590952170803,CM
,235560,Contig_1064437.fasta,0.019828158788606047,8.049175217684056e-05,0.46861676421564,CM
,235560,Contig_302768.fasta,0.00476756694879332,4.432057885320826e-06,0.4091944373146625,CM
,235560,Contig_308773.fasta,0.010865651510072315,1.995756362587331e-05,0.4439410237849303,CM
,235560,Contig_548846.fasta,0.0012080177331646638,0.0,0.31830873406075955,CM
,235560,Contig_367992.fasta,0.0049579676082653545,3.829811484632776e-06,0.4072357172056715,CM
,235560,Contig_2515.fasta,0.01973118928486881,7.377272394848724e-05,0.466746971640216,CM
,235560,Contig_139114.fasta,0.024035820561550205,0.00011219614124317058,0.471925203297344,CM
,235560,Contig_1118110.fasta,0.02150917230398756,9.06218364258703e-05,0.470501597857533,CM
,235560,Contig_499911.fasta,0.022844562326151004,9.866254302853803e-05,0.47026516489378545,CM
,235560,Contig_552124.fasta,0.0,0.0,0.0,CM
,235560,Contig_133566.fasta,0.016544261608570674,5.520241998600808e-05,0.4619090217860973,CM
,235560,Contig_131655.fasta,0.004425568795339548,3.3519304437299104e-06,0.40009733994811164,CM
,235560,Contig_550217.fasta,0.007366137514843605,1.015945974767234e-05,0.43185402775202264,CM
,235560,Contig_1065858.fasta,0.019533036679373894,7.445600275315356e-05,0.4669798793106951,CM
,235560,Contig_502682.fasta,0.0046992671430038605,3.3249999266513805e-06,0.40512020698642126,CM
,235560,Contig_59781.fasta,0.009425038492700807,1.8055922144987397e-05,0.44059683528184235,CM
,235560,Contig_544167.fasta,0.019341670261315527,7.280932788600067e-05,0.46512310046651745,CM
,235560,Contig_500923.fasta,0.004804149940769354,4.34039524425983e-06,0.40512020698642126,CM
,235560,Contig_53423.fasta,0.008352060484601456,1.3230180226894139e-05,0.4348641627038258,CM
,235560,Contig_54970.fasta,0.010018938791129745,1.9816513767006292e-05,0.44436262019878114,CM
,235560,Contig_371293.fasta,0.02534029132543726,0.00012760373054128882,0.4745576461149255,CM
,235560,Contig_368039.fasta,0.011767156694511316,2.577528082322362e-05,0.4469091108589461,CM
,235560,Contig_139681.fasta,0.008075271771872759,1.3548172564386611e-05,0.4342587833589945,CM
,235560,Contig_139250.fasta,0.007171371909162069,1.0086708447803918e-05,0.4281004932015705,CM
,235560,Contig_55970.fasta,0.02112046108438027,8.851006514961462e-05,0.4688515421536238,CM
,235560,Contig_370642.fasta,0.007007337383949237,7.437838903554717e-06,0.4232599177470073,CM
,235560,Contig_424505.fasta,0.015578718131723613,4.2104915454916735e-05,0.4567240986523344,CM
,235560,Contig_1064106.fasta,0.008570210581395262,1.2996836644765161e-05,0.4385321828203529,CM
,235560,Contig_53687.fasta,0.002410168136024564,7.007621115795816e-07,0.36328714213456254,CM
,235560,Contig_988292.fasta,0.010902420688911459,2.2112957167740827e-05,0.44669578908765306,CM
,235560,Contig_2.fasta,0.0050118340364730465,4.06075924169707e-06,0.41555403114504136,CM
,235560,Contig_55746.fasta,0.0034109570707798837,1.8212333170525267e-06,0.3791846345780523,CM
,235560,Contig_370874.fasta,0.01628588482043391,4.942858939963256e-05,0.4585142960012901,CM
,235560,Contig_62202.fasta,0.020681615462922638,8.896703898951369e-05,0.46908655545796146,CM
,235560,Contig_131826.fasta,0.019572255286714108,7.571300019191574e-05,0.46721301954000655,CM
,235560,Contig_60972.fasta,0.018975156693511047,6.791696316569331e-05,0.46535438992473055,CM
,235560,Contig_502426.fasta,0.010376834149023295,1.7745362087154023e-05,0.44122002741095384,CM
,235560,Contig_302574.fasta,0.00928117922325814,1.5614922655443492e-05,0.43648679017660125,CM
,235560,Contig_369922.fasta,0.02764947934713077,0.0001473228244617491,0.47624818225884635,CM
,235560,Contig_56774.fasta,0.0025646023466750286,6.539264223768667e-07,0.3712128830379346,CM
,235560,Contig_53586.fasta,0.01882319387130592,7.395807369286656e-05,0.466746971640216,CM
,235560,Contig_305448.fasta,0.02021305511472774,7.591538158332621e-05,0.46581765960111154,CM
,235560,Contig_423780.fasta,0.020808533025745337,8.281605289025554e-05,0.4674463926766399,CM
,235560,Contig_368225.fasta,0.022416810952453407,9.065685095118341e-05,0.4688515421536238,CM
,235560,Contig_498426.fasta,0.02457574531824531,0.00011934123356472337,0.47407683796283334,CM
,235560,Contig_543905.fasta,0.0060886722757765455,5.381532674077591e-06,0.41684974527333324,CM
,235560,Contig_799449.fasta,0.014807793883725343,4.181345682485076e-05,0.4562787314181536,CM
,235560,Contig_307703.fasta,0.02172852417572837,8.620583417737875e-05,0.46861676421564,CM
,235560,Contig_135212.fasta,0.024356171397857607,0.00011222211265237352,0.47168733777148847,CM
,235560,Contig_542656.fasta,0.01836445766468701,6.851076913460702e-05,0.46489204080408997,CM
,235560,Contig_368570.fasta,0.00685068801551826,7.695480572006192e-06,0.4236431317965745,CM
,235560,Contig_58171.fasta,0.020357103312459834,8.096382065678774e-05,0.46838222129060714,CM
,235560,Contig_989217.fasta,0.020945092891120683,8.054245189774638e-05,0.4674463926766399,CM
,235560,Contig_24573992.fasta,0.0011963248469994167,0.0,0.31541209239589924,CM
,235560,Contig_422441.fasta,0.0013040886353065054,0.0,0.32595878723045385,CM
,235560,Contig_58619.fasta,0.010692004416185143,2.1550969068505605e-05,0.4471226364733077,CM
,235560,Contig_55786.fasta,0.021910017241768318,9.709471000158942e-05,0.47073826868140495,CM
,235560,Contig_84.fasta,0.00930313561704491,1.5375967081155158e-05,0.4348641627038258,CM
,235560,Contig_302648.fasta,0.006100971797797096,5.6534535149252885e-06,0.4192776335746564,CM
,235560,Contig_56021.fasta,0.004808751321188943,3.112737350803517e-06,0.409552594371393,CM
,235560,Contig_500040.fasta,0.024648733755296953,0.00012121774753235636,0.4745576461149255,CM
,235560,Contig_1066208.fasta,0.016634889237146816,5.076765888635048e-05,0.46077187500671246,CM
,235560,Contig_56448.fasta,0.006004455085485549,6.8139005019233965e-06,0.42135419997236967,CM
,235560,Contig_211575.fasta,0.002346571126523398,5.471820218640029e-07,0.355557628472125,CM
,235560,Contig_58270.fasta,0.027953169579239386,0.0001532135560821164,0.4774631010911394,CM
,235560,Contig_501846.fasta,0.02288285033980192,0.00010158815385648829,0.47073826868140495,CM
,235560,Contig_542512.fasta,0.011316966483024262,2.1629850175565977e-05,0.4420536977508895,CM
,235560,Contig_134156.fasta,0.017527961016973487,5.670484994997625e-05,0.4619090217860973,CM
,235560,Contig_24575311.fasta,0.004768721351757952,3.394040459796874e-06,0.40302656250587127,CM
,235560,Contig_56365.fasta,0.024258112101530577,0.0001238209273841056,0.4750394305272249,CM
