Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality
SM,235560,Contig_60400.fasta,0.014409587902246198,7.344875727487713e-06,0.49903241412675375
SM,235560,Contig_303000.fasta,0.015873856163855084,8.695091146808663e-06,0.49951573849878933
SM,235560,Contig_58480.fasta,0.01450169551328859,7.271797564370001e-06,0.49951573849878933
SM,235560,Contig_547953.fasta,0.013208457561087975,5.954212743012276e-06,0.49734811957569913
SM,235560,Contig_501261.fasta,0.007983845598395949,1.972553798622286e-06,0.4835911861228317
SM,235560,Contig_59812.fasta,0.017069504371396208,1.028729153819807e-05,0.49951573849878933
SM,235560,Contig_137842.fasta,0.019697630963336106,1.3957326863078415e-05,0.5002424830261881
SM,235560,Contig_305555.fasta,0.013381901359586508,5.9426968357611814e-06,0.49734811957569913
SM,235560,Contig_1064437.fasta,0.023839699443138965,2.0219103603333494e-05,0.5012147716229349
SM,235560,Contig_302768.fasta,0.011962977382938738,4.759540614327683e-06,0.49662975445353874
SM,235560,Contig_308773.fasta,0.017240936965799116,1.0269245020669633e-05,0.49951573849878933
SM,235560,Contig_548846.fasta,0.018514153278165225,1.2101748218968567e-05,0.5002424830261881
SM,235560,Contig_367992.fasta,0.015763248912832536,8.712021895503093e-06,0.49903241412675375
SM,235560,Contig_2515.fasta,0.022552847252243772,1.7851020447607358e-05,0.5009713453132588
SM,235560,Contig_139114.fasta,0.014504976595901194,7.214448014631773e-06,0.49879110251450676
SM,235560,Contig_1118110.fasta,0.015770933859026285,8.667373612309544e-06,0.49927395934172314
SM,235560,Contig_499911.fasta,0.01332455614588017,5.843453163495667e-06,0.49710843373493974
SM,235560,Contig_552124.fasta,0.009383611263337283,2.7197080228502513e-06,0.48955861414333174
SM,235560,Contig_133566.fasta,0.022464762229728652,1.8042728096284172e-05,0.5009713453132588
SM,235560,Contig_131655.fasta,0.011920600600693727,4.760008909118028e-06,0.4961519961519962
SM,235560,Contig_550217.fasta,0.013139589219601127,5.976074680165202e-06,0.49758803666184276
SM,235560,Contig_1065858.fasta,0.014563849576135024,7.2068804177322185e-06,0.49830917874396136
SM,235560,Contig_502682.fasta,0.011764697901109936,4.894448244227118e-06,0.49662975445353874
SM,235560,Contig_59781.fasta,0.011970222033820598,4.757152950491394e-06,0.49591346153846155
SM,235560,Contig_544167.fasta,0.010660959564907348,3.607538617150576e-06,0.49354066985645934
SM,235560,Contig_500923.fasta,0.018568998982622237,1.2111580353569287e-05,0.5
SM,235560,Contig_53423.fasta,0.015804666214445807,8.785642630808486e-06,0.49951573849878933
SM,235560,Contig_54970.fasta,0.02248274811138949,1.8001005453188918e-05,0.5009713453132588
SM,235560,Contig_371293.fasta,0.019795829460311137,1.3937202628434951e-05,0.5004852013585638
SM,235560,Contig_368039.fasta,0.014565802014583035,7.29811091102851e-06,0.49855002416626387
SM,235560,Contig_139681.fasta,0.0197160498746341,1.398678514755174e-05,0.5004852013585638
SM,235560,Contig_139250.fasta,0.015839974702570137,8.764084885822658e-06,0.49927395934172314
SM,235560,Contig_55970.fasta,0.017048206451118156,1.031145514026493e-05,0.49951573849878933
SM,235560,Contig_370642.fasta,0.009311410063673406,2.7243712354073043e-06,0.49025665399239543
SM,235560,Contig_424505.fasta,0.01735775244851165,1.006709334481803e-05,0.49927395934172314
SM,235560,Contig_1064106.fasta,0.018442731966652973,1.215949438077635e-05,0.5002424830261881
SM,235560,Contig_53687.fasta,0.015791151500575414,8.816562394142629e-06,0.49903241412675375
SM,235560,Contig_988292.fasta,0.01709184258970676,1.0388756547946465e-05,0.49903241412675375
SM,235560,Contig_2.fasta,0.009196431736941513,2.787207320386274e-06,0.48955861414333174
SM,235560,Contig_55746.fasta,0.014568084448491525,7.322490234652754e-06,0.49879110251450676
SM,235560,Contig_370874.fasta,0.015738470036372295,8.711492493084036e-06,0.4997577519379845
SM,235560,Contig_62202.fasta,0.011985192296503562,4.771471206563237e-06,0.49662975445353874
SM,235560,Contig_131826.fasta,0.010699601559150996,3.7034085244200673e-06,0.4947242206235012
SM,235560,Contig_60972.fasta,0.017278650803603832,1.0262865046326155e-05,0.49951573849878933
SM,235560,Contig_502426.fasta,0.015926653923590134,8.62066056396199e-06,0.49927395934172314
SM,235560,Contig_302574.fasta,0.022642169915954042,1.7978307040527284e-05,0.5009713453132588
SM,235560,Contig_369922.fasta,0.0146982050045206,7.123263895263175e-06,0.49806856591018833
SM,235560,Contig_56774.fasta,0.01847731895630752,1.1940500129392125e-05,0.5
SM,235560,Contig_53586.fasta,0.015721659187505465,8.711674076835586e-06,0.49927395934172314
SM,235560,Contig_305448.fasta,0.014586000599549953,7.196238855345619e-06,0.49855002416626387
SM,235560,Contig_423780.fasta,0.01580848220290573,8.801565381459299e-06,0.49951573849878933
SM,235560,Contig_368225.fasta,0.01588085788563744,8.818667199190725e-06,0.49951573849878933
SM,235560,Contig_498426.fasta,0.015823556800524087,8.660711544794065e-06,0.49927395934172314
SM,235560,Contig_543905.fasta,0.011806081655527252,4.760702348538528e-06,0.496390760346487
SM,235560,Contig_799449.fasta,0.013250952067979712,5.9552833325149e-06,0.49879110251450676
SM,235560,Contig_307703.fasta,0.0184969777695409,1.2006837710144982e-05,0.5
SM,235560,Contig_135212.fasta,0.02104176354186731,1.5984955613071284e-05,0.5004852013585638
SM,235560,Contig_542656.fasta,0.013190678514960408,6.057732459845426e-06,0.49782818532818535
SM,235560,Contig_368570.fasta,0.015762819579667565,8.673250971567951e-06,0.49855002416626387
SM,235560,Contig_58171.fasta,0.010719602137067078,3.6581893258806522e-06,0.4956751561749159
SM,235560,Contig_989217.fasta,0.010486908690078348,3.6806470037444152e-06,0.49306883365200765
SM,235560,Contig_24573992.fasta,0.014673709134116501,7.351506235442117e-06,0.49927395934172314
SM,235560,Contig_422441.fasta,0.014586979993038684,7.401336911845828e-06,0.49879110251450676
SM,235560,Contig_58619.fasta,0.010571046058574483,3.6621196438701585e-06,0.49283325370281894
SM,235560,Contig_55786.fasta,0.011873895755778031,4.848662557217029e-06,0.49806856591018833
SM,235560,Contig_84.fasta,0.011919812280341167,4.857701771895379e-06,0.4956751561749159
SM,235560,Contig_302648.fasta,0.010580626593375955,3.6215029606116884e-06,0.4933046389287422
SM,235560,Contig_56021.fasta,0.022656446111498193,1.796568945606266e-05,0.5007281553398059
SM,235560,Contig_500040.fasta,0.017020311555387746,1.0355730435510415e-05,0.5
SM,235560,Contig_1066208.fasta,0.015766505836550503,8.744432354795003e-06,0.49951573849878933
SM,235560,Contig_56448.fasta,0.01595724396436109,8.748351494296839e-06,0.49903241412675375
SM,235560,Contig_211575.fasta,0.015954922298559885,8.81993341855698e-06,0.4997577519379845
SM,235560,Contig_58270.fasta,0.01327139871879313,5.920988249250109e-06,0.49806856591018833
SM,235560,Contig_501846.fasta,0.01582375988650706,8.724039822507162e-06,0.49951573849878933
SM,235560,Contig_542512.fasta,0.014549320158935267,7.2898420432913245e-06,0.49927395934172314
SM,235560,Contig_134156.fasta,0.0212338010022936,1.6041127294130936e-05,0.5007281553398059
SM,235560,Contig_24575311.fasta,0.011922362393474339,4.707594673762824e-06,0.496390760346487
SM,235560,Contig_56365.fasta,0.02253025898212521,1.782465542745716e-05,0.5009713453132588
SM,235560,Contig_24577067.fasta,0.014658132979874443,7.289429773622766e-06,0.49879110251450676
SM,235560,Contig_302549.fasta,0.01587090323419054,8.644078447991781e-06,0.4997577519379845
SM,235560,Contig_61598.fasta,0.0160430560606628,8.678310758315938e-06,0.49927395934172314
SM,235560,Contig_57982.fasta,0.0144712998671573,7.439103637332358e-06,0.49903241412675375
SM,235560,Contig_367952.fasta,0.013029505812942472,6.01651612117244e-06,0.49806856591018833
SM,235560,Contig_548080.fasta,0.00801951088661267,1.9959149978075463e-06,0.4851834430856068
SM,235560,Contig_55623.fasta,0.013213903306733766,5.979818117689368e-06,0.49806856591018833
SM,235560,Contig_56982.fasta,0.01975421159272048,1.404564512109715e-05,0.5004852013585638
SM,235560,Contig_1066315.fasta,0.014623716241699426,7.265906171787773e-06,0.49903241412675375
SM,235560,Contig_369802.fasta,0.01592449940700153,8.575213650692009e-06,0.49951573849878933
SM,235560,Contig_132276.fasta,0.01593661662052961,8.674685560661095e-06,0.49927395934172314
SM,235560,Contig_985545.fasta,0.019875855501188883,1.3709467608262092e-05,0.5004852013585638
SM,235560,Contig_56278.fasta,0.013274377828835256,5.844604649192601e-06,0.49734811957569913
SM,235560,Contig_61852.fasta,0.014719973647636247,7.312429348829574e-06,0.49927395934172314
SM,235560,Contig_985500.fasta,0.017088901103065483,1.027170353326818e-05,0.4997577519379845
SM,235560,Contig_499607.fasta,0.013197145710986622,6.0626209773800505e-06,0.49830917874396136
SM,235560,Contig_2240.fasta,0.01728002107282059,1.0168499920583523e-05,0.4997577519379845
SM,235560,Contig_370216.fasta,0.014532855772910525,7.307628643677846e-06,0.49830917874396136
SM,235560,Contig_309063.fasta,0.011990067708950091,4.782156526917306e-06,0.49758803666184276
SM,235560,Contig_57285.fasta,0.01319635998031655,5.957569280933391e-06,0.49855002416626387
SM,235560,Contig_3691.fasta,0.017402396209499172,1.0143590544312632e-05,0.4997577519379845
SM,235560,Contig_59029.fasta,0.01328170975989698,5.944385848213863e-06,0.49830917874396136
SM,235560,Contig_3240.fasta,0.017210923272379327,1.0419505963664691e-05,0.5
SM,235560,Contig_56285.fasta,0.018617900720828955,1.1889532711760342e-05,0.5002424830261881
SM,235560,Contig_371253.fasta,0.014574806600610718,7.2638336185312764e-06,0.49879110251450676
SM,235560,Contig_1263041.fasta,0.013252689790211887,5.949304947375767e-06,0.49758803666184276
SM,235560,Contig_138129.fasta,0.01330143148932174,5.840911524194837e-06,0.49734811957569913
SM,235560,Contig_302755.fasta,0.013246196747453606,6.009168693433917e-06,0.49855002416626387
SM,235560,Contig_544576.fasta,0.015759200313752445,8.703822325991178e-06,0.4997577519379845
SM,235560,Contig_278.fasta,0.017086987962693968,1.0267909413177706e-05,0.49927395934172314
SM,235560,Contig_131695.fasta,0.014553097852774026,7.339627015290851e-06,0.49879110251450676
SM,235560,Contig_548245.fasta,0.012070652824245265,4.672800774964143e-06,0.49591346153846155
SM,235560,Contig_1065632.fasta,0.015728398941139594,8.58785759980384e-06,0.49903241412675375
SM,235560,Contig_55072.fasta,0.01451412264839626,7.309478782449305e-06,0.49830917874396136
SM,235560,Contig_204149.fasta,0.014507486991282953,7.214067349161578e-06,0.49806856591018833
SM,235560,Contig_369610.fasta,0.016087745274923185,8.66033917156475e-06,0.49927395934172314
SM,235560,Contig_498487.fasta,0.022530209771526342,1.783232646274109e-05,0.5009713453132588
SM,235560,Contig_201047.fasta,0.014633646142735423,7.194647219584349e-06,0.49734811957569913
SM,235560,Contig_136690.fasta,0.011996800714907272,4.777991420397809e-06,0.49734811957569913
SM,235560,Contig_550313.fasta,0.018538995356296006,1.2038298510190947e-05,0.5002424830261881
SM,235560,Contig_60291.fasta,0.017356376533143918,1.024144867982544e-05,0.49927395934172314
SM,235560,Contig_370828.fasta,0.01074699690538893,3.712598707275252e-06,0.49543707973102785
SM,235560,Contig_139853.fasta,0.015847684999169394,8.595324211061775e-06,0.49927395934172314
SM,235560,Contig_57005.fasta,0.013326890305274532,5.969323390979909e-06,0.49806856591018833
SM,235560,Contig_1062860.fasta,0.01577738784132381,8.700848429981545e-06,0.49903241412675375
SM,235560,Contig_543959.fasta,0.01847257474131658,1.200893545886104e-05,0.5002424830261881
SM,235560,Contig_53626.fasta,0.015929405717497985,8.659900815195274e-06,0.49855002416626387
SM,235560,Contig_54373.fasta,0.0133030835992731,5.906604054572263e-06,0.49806856591018833
SM,235560,Contig_549101.fasta,0.014585172069737676,7.3688490618218325e-06,0.49903241412675375
SM,235560,Contig_371402.fasta,0.014556746388955795,7.236427877712509e-06,0.49903241412675375
SM,235560,Contig_421838.fasta,0.017331036790083874,1.0255537455170508e-05,0.4997577519379845
SM,235560,Contig_1128005.fasta,0.018643126809394575,1.1905950676632318e-05,0.4997577519379845
SM,235560,Contig_368554.fasta,0.0186021827099472,1.196628520366978e-05,0.5002424830261881
SM,235560,Contig_58584.fasta,0.01599314814690796,8.805812147584252e-06,0.49951573849878933
SM,235560,Contig_368185.fasta,0.01707453678643189,1.047551974190733e-05,0.4997577519379845
SM,235560,Contig_707918.fasta,0.014655914478553973,7.371178505347906e-06,0.49951573849878933
SM,235560,Contig_992623.fasta,0.018577965155687715,1.2049912272097922e-05,0.5
SM,235560,Contig_1062938.fasta,0.011944865899912869,4.7547599741251335e-06,0.49591346153846155
SM,235560,Contig_133910.fasta,0.018606994809287618,1.1869691571796938e-05,0.5002424830261881
SM,235560,Contig_136735.fasta,0.014586417667805435,7.203245165361459e-06,0.49927395934172314
SM,235560,Contig_133582.fasta,0.0184381651448204,1.1950473001516782e-05,0.5
SM,235560,Contig_303771.fasta,0.018478530783191456,1.2051769491946365e-05,0.5002424830261881
SM,235560,Contig_542493.fasta,0.013379435758127061,5.918134777462362e-06,0.49806856591018833
SM,235560,Contig_370277.fasta,0.014733108670154007,7.170030576828539e-06,0.49806856591018833
SM,235560,Contig_422210.fasta,0.010614441125738018,3.7270601988084676e-06,0.4937769267592149
SM,235560,Contig_53810.fasta,0.013240157089600097,5.953568403601034e-06,0.49830917874396136
SM,235560,Contig_54994.fasta,0.01720830605545068,1.0249990412762929e-05,0.4997577519379845
SM,235560,Contig_54506.fasta,0.013221248598350038,5.939787256477771e-06,0.49782818532818535
SM,235560,Contig_24570062.fasta,0.009116066569048273,2.7955379728451134e-06,0.49189318073438243
SM,235560,Contig_502567.fasta,0.011837391782821591,4.730324620660409e-06,0.49662975445353874
SM,235560,Contig_985561.fasta,0.01330735695513778,5.935293941517441e-06,0.49782818532818535
SM,235560,Contig_54969.fasta,0.01712454760625671,1.0533540567192866e-05,0.4997577519379845
SM,235560,Contig_135393.fasta,0.01709551437569457,1.0432797037371532e-05,0.5
SM,235560,Contig_132217.fasta,0.010569071699900463,3.7920683396065015e-06,0.4937769267592149
SM,235560,Contig_61833.fasta,0.01869018131690628,1.214989610979073e-05,0.5002424830261881
SM,235560,Contig_499666.fasta,0.02114902582083946,1.590154942839791e-05,0.5007281553398059
SM,235560,Contig_62792.fasta,0.01591069567331178,8.682713231586322e-06,0.49927395934172314
SM,235560,Contig_1065841.fasta,0.01717700853023011,1.036575859965849e-05,0.49951573849878933
SM,235560,Contig_134869.fasta,0.020018744027949915,1.375143336177485e-05,0.5004852013585638
SM,235560,Contig_555468.fasta,0.01312415519555631,5.953504206526679e-06,0.49758803666184276
SM,235560,Contig_367976.fasta,0.021077771065265986,1.5957575698507532e-05,0.5007281553398059
SM,235560,Contig_55642.fasta,0.015837867370209688,8.768736000366416e-06,0.49903241412675375
SM,235560,Contig_58349.fasta,0.018595216713380786,1.1944485600576386e-05,0.5
SM,235560,Contig_136319.fasta,0.017155019553052014,1.0269891664773405e-05,0.4997577519379845
SM,235560,Contig_131609.fasta,0.014737995221173908,7.142862770684384e-06,0.49903241412675375
SM,235560,Contig_420267.fasta,0.01475584821850223,7.188405661609016e-06,0.49830917874396136
SM,235560,Contig_368748.fasta,0.017293313120003657,1.0270149749171435e-05,0.4997577519379845
SM,235560,Contig_1065496.fasta,0.01858751872049086,1.2023546609827127e-05,0.5002424830261881
SM,235560,Contig_2120.fasta,0.015994423395264325,8.62229101936717e-06,0.49879110251450676
SM,235560,Contig_368399.fasta,0.01051671987203111,3.696635764469075e-06,0.4947242206235012
SM,235560,Contig_367933.fasta,0.01726222784985331,1.0201883955185043e-05,0.5
SM,235560,Contig_24566365.fasta,0.01063383083814685,3.6706338768460416e-06,0.4940134099616858
SM,235560,Contig_985209.fasta,0.01588961532124856,8.677795722410338e-06,0.49951573849878933
SM,235560,Contig_371176.fasta,0.01601696785270014,8.582646676454107e-06,0.49951573849878933
SM,235560,Contig_138521.fasta,0.021256594151421136,1.5990421733101875e-05,0.5007281553398059
SM,235560,Contig_54607.fasta,0.02122395497800194,1.5868918200610927e-05,0.5007281553398059
SM,235560,Contig_1063557.fasta,0.01180034898197397,4.829854741773649e-06,0.49662975445353874
SM,235560,Contig_137319.fasta,0.014588053581923643,7.3363074565526715e-06,0.49903241412675375
