Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality
SM,235560,Contig_60400.fasta,0.017232432488740332,1.0245708772933364e-05,0.4997577519379845
SM,235560,Contig_303000.fasta,0.01718171725128128,1.0146997128877846e-05,0.49951573849878933
SM,235560,Contig_58480.fasta,0.013112206730774092,6.00438446650696e-06,0.49782818532818535
SM,235560,Contig_547953.fasta,0.014573188074155953,7.152207930286976e-06,0.49879110251450676
SM,235560,Contig_501261.fasta,0.015898382588016586,8.662720319222788e-06,0.49927395934172314
SM,235560,Contig_59812.fasta,0.01722227932039417,1.027071289600834e-05,0.5
SM,235560,Contig_137842.fasta,0.01722077550973584,1.005192157567554e-05,0.49879110251450676
SM,235560,Contig_305555.fasta,0.015828428253246804,8.581090085244899e-06,0.49951573849878933
SM,235560,Contig_1064437.fasta,0.006585351254687419,1.3514172361115495e-06,0.47036023711810304
SM,235560,Contig_302768.fasta,0.0185145771929825,1.1960642339513564e-05,0.5002424830261881
SM,235560,Contig_308773.fasta,0.015874964148247683,8.724542311826187e-06,0.49951573849878933
SM,235560,Contig_548846.fasta,0.014637330724609873,7.168647456107718e-06,0.49855002416626387
SM,235560,Contig_367992.fasta,0.01987586467173573,1.380945982739333e-05,0.5004852013585638
SM,235560,Contig_2515.fasta,0.010475957497873223,3.6971762221979455e-06,0.4947242206235012
SM,235560,Contig_139114.fasta,0.014455654223870185,7.28172252117425e-06,0.49927395934172314
SM,235560,Contig_1118110.fasta,0.01716256427429834,1.0045391816497215e-05,0.49927395934172314
SM,235560,Contig_499911.fasta,0.017242017729758433,1.0412503126440793e-05,0.4997577519379845
SM,235560,Contig_552124.fasta,0.018434894795745494,1.1828971513532258e-05,0.5
SM,235560,Contig_133566.fasta,0.011751307455672372,4.757060147263876e-06,0.49543707973102785
SM,235560,Contig_131655.fasta,0.013340572118738287,5.8884999326797564e-06,0.49855002416626387
SM,235560,Contig_550217.fasta,0.014593189269329516,7.1224570047845375e-06,0.49855002416626387
SM,235560,Contig_1065858.fasta,0.011867857915982367,4.831061535950863e-06,0.49662975445353874
SM,235560,Contig_502682.fasta,0.017081145232594734,1.020670723218466e-05,0.4997577519379845
SM,235560,Contig_59781.fasta,0.01462032115573297,7.122129000209947e-06,0.49855002416626387
SM,235560,Contig_544167.fasta,0.013304214631487345,5.877993508802623e-06,0.49710843373493974
SM,235560,Contig_500923.fasta,0.01979011013001735,1.3793276496178568e-05,0.5004852013585638
SM,235560,Contig_53423.fasta,0.01731684750591297,9.999711016006495e-06,0.49951573849878933
SM,235560,Contig_54970.fasta,0.017171564244589644,1.0183318188500281e-05,0.4997577519379845
SM,235560,Contig_371293.fasta,0.017121794708236392,1.0270523128376323e-05,0.5
SM,235560,Contig_368039.fasta,0.01848224398929299,1.2172250825393302e-05,0.5002424830261881
SM,235560,Contig_139681.fasta,0.018454819554829825,1.1868258333609515e-05,0.5002424830261881
SM,235560,Contig_139250.fasta,0.01592447985284076,8.61083132302455e-06,0.49879110251450676
SM,235560,Contig_55970.fasta,0.01325848480344316,5.8349406668628095e-06,0.49734811957569913
SM,235560,Contig_370642.fasta,0.0187090380858268,1.1805344505953793e-05,0.5002424830261881
SM,235560,Contig_424505.fasta,0.017320507269797208,1.0028388916283275e-05,0.49951573849878933
SM,235560,Contig_1064106.fasta,0.015898010213956575,8.597538162512491e-06,0.49927395934172314
SM,235560,Contig_53687.fasta,0.013235229059164398,5.903720597201656e-06,0.49734811957569913
SM,235560,Contig_988292.fasta,0.01586322400529641,8.664248484797934e-06,0.49951573849878933
SM,235560,Contig_2.fasta,0.015819460818108456,8.66754263117544e-06,0.49951573849878933
SM,235560,Contig_55746.fasta,0.013123984888908195,5.8522764878498745e-06,0.49710843373493974
SM,235560,Contig_370874.fasta,0.018455587322877234,1.2022741965713862e-05,0.5002424830261881
SM,235560,Contig_62202.fasta,0.02109821405815563,1.559503408383367e-05,0.5007281553398059
SM,235560,Contig_131826.fasta,0.011916707327117014,4.65748218321647e-06,0.49425011978917105
SM,235560,Contig_60972.fasta,0.01858301834638301,1.2071438994866864e-05,0.5002424830261881
SM,235560,Contig_502426.fasta,0.013270380151622949,5.814922334190144e-06,0.49782818532818535
SM,235560,Contig_302574.fasta,0.017258764624335447,1.0075203504382451e-05,0.4997577519379845
SM,235560,Contig_369922.fasta,0.021211026625167377,1.5624912474416618e-05,0.5007281553398059
SM,235560,Contig_56774.fasta,0.014516194084562485,7.305877683642173e-06,0.49927395934172314
SM,235560,Contig_53586.fasta,0.013239062989889352,5.743686590437842e-06,0.49758803666184276
SM,235560,Contig_305448.fasta,0.014379313284417886,7.23924470982488e-06,0.49879110251450676
SM,235560,Contig_423780.fasta,0.015777363130079398,8.625680226213935e-06,0.4997577519379845
SM,235560,Contig_368225.fasta,0.014448123258186398,7.190434243329512e-06,0.49879110251450676
SM,235560,Contig_498426.fasta,0.015786473063807826,8.763606972174118e-06,0.49927395934172314
SM,235560,Contig_543905.fasta,0.0237702842686109,1.999747713313974e-05,0.5012147716229349
SM,235560,Contig_799449.fasta,0.014485172539547777,7.310178698646798e-06,0.49879110251450676
SM,235560,Contig_307703.fasta,0.015980827237079803,8.611259629196683e-06,0.49951573849878933
SM,235560,Contig_135212.fasta,0.014565183080538103,7.233431038292697e-06,0.49903241412675375
SM,235560,Contig_542656.fasta,0.014630727648596154,7.2433010950690535e-06,0.49855002416626387
SM,235560,Contig_368570.fasta,0.017276669998185758,1.015859732340592e-05,0.4997577519379845
SM,235560,Contig_58171.fasta,0.013334872693220721,5.985784256871075e-06,0.49855002416626387
SM,235560,Contig_989217.fasta,0.01462157479805943,6.991623231425326e-06,0.49782818532818535
SM,235560,Contig_24573992.fasta,0.014514867887914007,7.2251184459546175e-06,0.49903241412675375
SM,235560,Contig_422441.fasta,0.01589677837693808,8.554515509538567e-06,0.49903241412675375
SM,235560,Contig_58619.fasta,0.01712507145483756,1.0113751687166143e-05,0.5
SM,235560,Contig_55786.fasta,0.013119788188668774,5.944532055529068e-06,0.49830917874396136
SM,235560,Contig_84.fasta,0.014545214699008224,7.282330010125642e-06,0.49879110251450676
SM,235560,Contig_302648.fasta,0.01843685500511107,1.2056068123113483e-05,0.5002424830261881
SM,235560,Contig_56021.fasta,0.015914479119410997,8.573615683906172e-06,0.4997577519379845
SM,235560,Contig_500040.fasta,0.017191985619220966,1.0177112030028237e-05,0.49951573849878933
SM,235560,Contig_1066208.fasta,0.013167204911375682,5.8831636477915555e-06,0.49782818532818535
SM,235560,Contig_56448.fasta,0.01325536430808884,5.836598075521506e-06,0.49830917874396136
SM,235560,Contig_211575.fasta,0.014424709304406232,7.3478892890498945e-06,0.49806856591018833
SM,235560,Contig_58270.fasta,0.015831540342793986,8.838190175425116e-06,0.4997577519379845
SM,235560,Contig_501846.fasta,0.01852332424490955,1.1756407420254662e-05,0.5
SM,235560,Contig_542512.fasta,0.013230251156735023,6.079461535169135e-06,0.49879110251450676
SM,235560,Contig_134156.fasta,0.01979831567569489,1.385628548300461e-05,0.5004852013585638
SM,235560,Contig_24575311.fasta,0.010516199347693057,3.629477703605446e-06,0.49448705656759345
SM,235560,Contig_56365.fasta,0.017077033598457234,1.0146072569844549e-05,0.49903241412675375
SM,235560,Contig_24577067.fasta,0.017132107471319883,1.0200321456194117e-05,0.4997577519379845
SM,235560,Contig_302549.fasta,0.022468310654003665,1.785304695774568e-05,0.5009713453132588
SM,235560,Contig_61598.fasta,0.009275996865875033,2.770248385970716e-06,0.49236276849642
SM,235560,Contig_57982.fasta,0.013243992442175678,5.886325174220561e-06,0.49830917874396136
SM,235560,Contig_367952.fasta,0.014584943661910769,7.251934775050034e-06,0.49806856591018833
SM,235560,Contig_548080.fasta,0.017336406917539696,1.0204798798811377e-05,0.4997577519379845
SM,235560,Contig_55623.fasta,0.017222069353121688,1.0212557698888942e-05,0.4997577519379845
SM,235560,Contig_56982.fasta,0.013276468289975637,5.976868940445663e-06,0.49855002416626387
SM,235560,Contig_1066315.fasta,0.01713871041865274,1.0420891939789691e-05,0.5
SM,235560,Contig_369802.fasta,0.01571088010681241,8.71286018782294e-06,0.49951573849878933
SM,235560,Contig_132276.fasta,0.021178403920833994,1.5842733310921628e-05,0.5007281553398059
SM,235560,Contig_985545.fasta,0.0199533234131709,1.3867590871288253e-05,0.5002424830261881
SM,235560,Contig_56278.fasta,0.011684957911188055,4.702727305672501e-06,0.49519923187710035
SM,235560,Contig_61852.fasta,0.010548085174452004,3.5547722907397904e-06,0.49306883365200765
SM,235560,Contig_985500.fasta,0.010620001077636474,3.5773336347990996e-06,0.4949616122840691
SM,235560,Contig_499607.fasta,0.013235127704843181,5.811355930587347e-06,0.49830917874396136
SM,235560,Contig_2240.fasta,0.01861934872011331,1.1853077657815728e-05,0.5002424830261881
SM,235560,Contig_370216.fasta,0.013319864525697427,5.7535927286664304e-06,0.49734811957569913
SM,235560,Contig_309063.fasta,0.014431787771996303,7.236351176824377e-06,0.49855002416626387
SM,235560,Contig_57285.fasta,0.017360465148880427,1.021265860801542e-05,0.4997577519379845
SM,235560,Contig_3691.fasta,0.010509989035016175,3.612892525620841e-06,0.49283325370281894
SM,235560,Contig_59029.fasta,0.01575000545127903,8.669703658878218e-06,0.49927395934172314
SM,235560,Contig_3240.fasta,0.011821793923183532,4.701571880231475e-06,0.49519923187710035
SM,235560,Contig_56285.fasta,0.01982174447722535,1.3763486394225569e-05,0.5004852013585638
