Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality
SM,11080,49614--sample_49614_k141_1327503,0.054638834331259566,0.0006788994931364225,0.4955223880597015
SM,11080,49614--sample_49614_k141_1366290,0.032740991813888225,0.00019154186293134938,0.4634181206642842
SM,11080,49614--sample_49614_k141_2271113,0.04353467435353039,0.0004000498262971123,0.4838630377524144
SM,11080,49614--sample_49614_k141_1095132,0.022227604918639038,7.019545102356108e-05,0.42509930965328396
SM,11080,49614--sample_49614_k141_1030954,0.05477470969187422,0.0006800110150315707,0.49403433284030296
SM,11080,49614--sample_49614_k141_1651093,0.03254710477323518,0.00021181662822371877,0.45571588043163685
SM,11080,49614--sample_49614_k141_1992237,0.0428883650214915,0.00042035988429446413,0.4852903623475543
SM,11080,49614--sample_49614_k141_149411,0.0652880965871234,0.0010077890976784038,0.5000408292882095
SM,11080,49614--sample_49614_k141_259366,0.04353467435353039,0.0004000498262971123,0.4838630377524144
SM,11080,49614--sample_49614_k141_823274,0.021753422233593014,7.293669370626517e-05,0.41648970338182506
SM,11080,49614--sample_49614_k141_1641869,0.03241122941262053,0.00019806871993604665,0.45320504913449283
SM,11080,49614--sample_49614_k141_262368,0.05399252499922068,0.0006999864379154827,0.4970194345493079
SM,11080,49614--sample_49614_k141_878570,0.0652880965871234,0.0010077890976784038,0.5000408292882095
SM,11080,49614--sample_49614_k141_1298515,0.032239102765627664,0.0002009170107236797,0.45825468756496074
SM,11080,49614--sample_49614_k141_1667848,0.03241122941262053,0.00019806871993604665,0.45320504913449283
SM,11080,49614--sample_49614_k141_46532,0.054183936609394225,0.000656002737132828,0.4910848741367788
SM,11080,49614--sample_49614_k141_1582181,0.01093203333073632,0.0,0.34928542003359
SM,11080,49614--sample_49614_k141_1167240,0.032266809128842194,0.00021373591417030364,0.4660437190816456
SM,11080,49614--sample_49614_k141_2296830,0.033331764896368216,0.00021660884820183095,0.47273974952822095
SM,11080,49614--sample_49614_k141_311416,0.04356238071674491,0.0003870021652978062,0.48244408456252463
SM,11080,49614--sample_49614_k141_461285,0.05435606325638708,0.0006558555077021232,0.49403433284030296
SM,11080,49614--sample_49614_k141_978190,0.0214454202259855,5.675000496977417e-05,0.41648970338182506
SM,11080,49614--sample_49614_k141_73758,0.022227604918639038,7.019545102356108e-05,0.42509930965328396
SM,11080,49614--sample_49614_k141_13228,0.03237497812624232,0.000225314778964871,0.4713851943719796
SM,11080,49614--sample_49614_k141_1566350,0.03304899382149573,0.00018160653789575364,0.45320504913449283
SM,11080,49614--sample_49614_k141_841638,0.03268545556432933,0.00021939027221031096,0.4673677069199458
SM,11080,49614--sample_49614_k141_2304003,0.032740991813888225,0.00019154186293134938,0.4634181206642842
SM,11080,49614--sample_49614_k141_1082226,0.054183936609394225,0.000656002737132828,0.4910848741367788
SM,11080,49614--sample_49614_k141_1581344,0.03254958020371468,0.00019914016560271274,0.45571588043163685
SM,11080,49614--sample_49614_k141_65000,0.0428883650214915,0.00042035988429446413,0.4852903623475543
SM,11080,49614--sample_49614_k141_301897,0.032239102765627664,0.0002009170107236797,0.45825468756496074
SM,11080,49614--sample_49614_k141_290227,0.0652880965871234,0.0010077890976784038,0.5000408292882095
SM,11080,49614--sample_49614_k141_581161,0.021944833843766554,3.651003726493149e-05,0.403219198127012
SM,11080,49614--sample_49614_k141_1838286,0.03268545556432933,0.00021939027221031096,0.4673677069199458
SM,11080,49614--sample_49614_k141_1809878,0.03241122941262053,0.00019806871993604665,0.45320504913449283
SM,11080,49614--sample_49614_k141_1866512,0.0432519032786579,0.0003783227374102605,0.47685052995890115
SM,11080,49614--sample_49614_k141_2021145,0.04353467435353039,0.0004000498262971123,0.4838630377524144
SM,11080,49614--sample_49614_k141_3196,0.010793682539642165,0.0,0.3427363184079602
SM,11080,49614--sample_49614_k141_1887436,0.04319884245957851,0.0004169394976441235,0.4838630377524144
SM,11080,49614--sample_49614_k141_1735616,0.05399252499922068,0.0006999864379154827,0.4970194345493079
SM,11080,49614--sample_49614_k141_1820321,0.022227604918639038,7.019545102356108e-05,0.42509930965328396
SM,11080,49614--sample_49614_k141_943091,0.05449441404748123,0.0006604011997951874,0.4910848741367788
SM,11080,49614--sample_49614_k141_1359850,0.032266809128842194,0.00021373591417030364,0.4660437190816456
SM,11080,49614--sample_49614_k141_135183,0.0652880965871234,0.0010077890976784038,0.5000408292882095
SM,11080,49614--sample_49614_k141_1630796,0.032740991813888225,0.00019154186293134938,0.4634181206642842
SM,11080,49614--sample_49614_k141_1799600,0.021808958483151904,6.459640693801416e-05,0.4196771245811758
SM,11080,49614--sample_49614_k141_1586341,0.04306049166848436,0.00041824829896276337,0.4852903623475543
SM,11080,49614--sample_49614_k141_1482154,0.033193414105274065,0.0002008004638182292,0.4595347285916785
SM,11080,49614--sample_49614_k141_148117,0.010793682539642165,0.0,0.3427363184079602
SM,11080,49614--sample_49614_k141_750296,0.054183936609394225,0.000656002737132828,0.4910848741367788
SM,11080,49614--sample_49614_k141_658929,0.05477470969187422,0.0006800110150315707,0.49403433284030296
SM,11080,49614--sample_49614_k141_817464,0.04319884245957851,0.0004169394976441235,0.4838630377524144
SM,11080,49614--sample_49614_k141_67510,0.010793682539642165,0.0,0.3427363184079602
SM,11080,49614--sample_49614_k141_1080344,0.04319884245957851,0.0004169394976441235,0.4838630377524144
SM,11080,49614--sample_49614_k141_1735259,0.054183936609394225,0.000656002737132828,0.4910848741367788
SM,11080,49614--sample_49614_k141_2139246,0.044125447436010386,0.00042378406057440266,0.4852903623475543
SM,11080,49614--sample_49614_k141_178616,0.03245822073901574,0.00017376909428775842,0.45571588043163685
SM,11080,49614--sample_49614_k141_1267100,0.044125447436010386,0.00042378406057440266,0.4852903623475543
SM,11080,49614--sample_49614_k141_2133054,0.04398102715223206,0.0003982555674233605,0.4852903623475543
SM,11080,49614--sample_49614_k141_2215540,0.043670549714145045,0.0003963612248652209,0.4838630377524144
SM,11080,49614--sample_49614_k141_1044103,0.0438451517916174,0.00040609183048884493,0.4838630377524144
SM,11080,49614--sample_49614_k141_382567,0.04398102715223206,0.0003982555674233605,0.4852903623475543
SM,11080,49614--sample_49614_k141_1204302,0.05399252499922068,0.0006999864379154827,0.4970194345493079
SM,11080,49614--sample_49614_k141_2236854,0.04356238071674491,0.0003870021652978062,0.48244408456252463
SM,11080,49614--sample_49614_k141_1876905,0.03237497812624232,0.000225314778964871,0.4713851943719796
SM,11080,49614--sample_49614_k141_6229,0.033331764896368216,0.00021660884820183095,0.47273974952822095
SM,11080,49614--sample_49614_k141_899836,0.04334326274335684,0.00040760687063843323,0.47685052995890115
SM,11080,49614--sample_49614_k141_446802,0.032876867174502875,0.0001789054765388255,0.45571588043163685
SM,11080,49614--sample_49614_k141_632789,0.043670549714145045,0.0003963612248652209,0.4838630377524144
SM,11080,49614--sample_49614_k141_1043592,0.03254958020371468,0.00019914016560271274,0.45571588043163685
SM,11080,49614--sample_49614_k141_1548319,0.021753422233593014,7.293669370626517e-05,0.41648970338182506
SM,11080,49614--sample_49614_k141_2307977,0.03245822073901574,0.00017376909428775842,0.45571588043163685
SM,11080,49614--sample_49614_k141_52808,0.033193414105274065,0.0002008004638182292,0.4595347285916785
SM,11080,49614--sample_49614_k141_1636768,0.03254958020371468,0.00019914016560271274,0.45571588043163685
SM,11080,49614--sample_49614_k141_2239437,0.05435606325638708,0.0006558555077021232,0.49403433284030296
SM,11080,49614--sample_49614_k141_380558,0.021808958483151904,6.459640693801416e-05,0.4196771245811758
SM,11080,49614--sample_49614_k141_782554,0.043390254069752054,0.00037291453853142655,0.4782367233599445
SM,11080,49614--sample_49614_k141_2164653,0.032239102765627664,0.0002009170107236797,0.45825468756496074
SM,11080,49614--sample_49614_k141_812849,0.0652880965871234,0.0010077890976784038,0.5000408292882095
