Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality
SM,201630,49614--sample_49614_k141_1366290,0.01848182519423057,1.2645923564518762e-05,0.5003885003885004
SM,201630,49614--sample_49614_k141_1673869,0.017211781308179876,1.1064578554678586e-05,0.5
SM,201630,49614--sample_49614_k141_361656,0.017196768366581395,1.0995681009711963e-05,0.5
SM,201630,49614--sample_49614_k141_1427871,0.01960929295574938,1.4550414900255362e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1684910,0.01966823232738267,1.4503957831462513e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1888333,0.014806493862876026,7.90790892661426e-06,0.4992248062015504
SM,201630,49614--sample_49614_k141_1420726,0.022185772523383978,1.8420900645294946e-05,0.5015576323987538
SM,201630,49614--sample_49614_k141_1263971,0.01354181317988967,6.630577560661523e-06,0.4988381099922541
SM,201630,49614--sample_49614_k141_1030954,0.019774124532637907,1.4416304823114792e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1613401,0.018419143200883864,1.2712491273796979e-05,0.5003885003885004
SM,201630,49614--sample_49614_k141_1358288,0.023319115894569215,2.0789623819471062e-05,0.5019485580670304
SM,201630,49614--sample_49614_k141_1030670,0.01967583411887317,1.4471284044519851e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1820688,0.020796734554208073,1.6512306639551706e-05,0.5011673151750973
SM,201630,49614--sample_49614_k141_1487501,0.019687058681701248,1.4436029113640854e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1651093,0.022162808909908165,1.8433253755833083e-05,0.5015576323987538
SM,201630,49614--sample_49614_k141_1675793,0.016085296071132217,9.348131683980048e-06,0.49961210240496506
SM,201630,49614--sample_49614_k141_942127,0.01602604749186463,9.42716529303175e-06,0.49961210240496506
SM,201630,49614--sample_49614_k141_656736,0.02087330710032158,1.652026432450298e-05,0.5011673151750973
SM,201630,49614--sample_49614_k141_1678667,0.019552539655260433,1.4646207156387637e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1943765,0.02581639908042493,2.5355431541403618e-05,0.5027322404371585
SM,201630,49614--sample_49614_k141_1816064,0.012320583337055033,5.4248658140894215e-06,0.4984520123839009
SM,201630,49614--sample_49614_k141_149411,0.01837298972756575,1.2767543915205378e-05,0.5003885003885004
SM,201630,49614--sample_49614_k141_1996265,0.020956939753700256,1.634128242220731e-05,0.5011673151750973
SM,201630,49614--sample_49614_k141_1502755,0.015890287432072964,9.505773399094182e-06,0.49961210240496506
SM,201630,49614--sample_49614_k141_259366,0.023360540988657072,2.0680475565690786e-05,0.5019485580670304
SM,201630,49614--sample_49614_k141_75054,0.011037662824080996,4.345913669072177e-06,0.4980665119876257
SM,201630,49614--sample_49614_k141_2139,0.022175102450622822,1.843585332495451e-05,0.5015576323987538
SM,201630,49614--sample_49614_k141_823274,0.021007329038389085,1.634496981177002e-05,0.5011673151750973
SM,201630,49614--sample_49614_k141_1735709,0.02581163859803213,2.5399618632798497e-05,0.5027322404371585
SM,201630,49614--sample_49614_k141_762662,0.019703255905262732,1.4439201778607537e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1698348,0.017251531166528982,1.093651256867202e-05,0.5
SM,201630,49614--sample_49614_k141_1641869,0.01973920642149476,1.4483254376271197e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_262368,0.01600870075173981,9.391655991511363e-06,0.49961210240496506
SM,201630,49614--sample_49614_k141_611934,0.017226982598000803,1.099897265926356e-05,0.5
SM,201630,49614--sample_49614_k141_405366,0.018394727994038625,1.2721446115735267e-05,0.5003885003885004
SM,201630,49614--sample_49614_k141_1298515,0.018451269723290108,1.269072055533656e-05,0.5003885003885004
SM,201630,49614--sample_49614_k141_1081030,0.022167874769217177,1.8439960085746572e-05,0.5015576323987538
SM,201630,49614--sample_49614_k141_1494757,0.01352058506184793,6.6629149458156145e-06,0.4988381099922541
SM,201630,49614--sample_49614_k141_228945,0.018442731586861893,1.2712993340856049e-05,0.5003885003885004
SM,201630,49614--sample_49614_k141_651585,0.02212230076023493,1.8506782882052204e-05,0.5015576323987538
SM,201630,49614--sample_49614_k141_1667848,0.018426028781314562,1.2693143752676678e-05,0.5003885003885004
SM,201630,49614--sample_49614_k141_1582181,0.020954033869719807,1.6407012295060776e-05,0.5011673151750973
SM,201630,49614--sample_49614_k141_888599,0.019567926391306424,1.4596389674464234e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_589501,0.022105177720543746,1.853477191220507e-05,0.5015576323987538
SM,201630,49614--sample_49614_k141_1751193,0.019631956016674158,1.4581981754637596e-05,0.5007776049766719
SM,201630,49614--sample_49614_k141_1297148,0.022174620757268528,1.83905684397395e-05,0.5015576323987538
SM,201630,49614--sample_49614_k141_2279922,0.01849960412567333,1.2609970689879129e-05,0.5003885003885004
