Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,3330,Staphylococcus_arlettae,5.869628514961163e-92,0.0,0.0,CM
,3330,Staphylococcus_aureus,0.20210203013531414,0.051674912976378724,0.505456936226167,CM
,3330,Staphylococcus_auricularis,0.03933028652146064,0.0009824043977441049,0.3673196368848543,CM
,3330,Staphylococcus_capitis,0.15944744179205433,0.02045504709038948,0.4446500867553499,CM
,3330,Staphylococcus_caprae,0.014391558734487908,0.00015191810836185122,0.32316099201345105,CM
,3330,Staphylococcus_chromogenes,0.17439091245995658,0.04013188038905957,0.47310769230769234,CM
,3330,Staphylococcus_cohnii,0.14130336040632824,0.022205587396859513,0.4446500867553499,CM
,3330,Staphylococcus_epidermidis,0.22309123689272228,0.05410888115148826,0.5233492171545269,CM
,3330,Staphylococcus_equorum,0.17351138003238914,0.0631012457442832,0.48080050031269544,CM
,3330,Staphylococcus_fleuretti,0.0646238398629217,0.0029549605115831634,0.37667809897109267,CM
,3330,Staphylococcus_haemolyticus,0.04223300581113357,0.0019399678749860406,0.3628126474752242,CM
,3330,Staphylococcus_hominis,5.869628514961163e-92,0.0,0.0,CM
,3330,Staphylococcus_hyicus,0.0611499506151853,0.00240530622382423,0.38652589240824536,CM
,3330,Staphylococcus_kloosii,0.14883382055797034,0.04825786027380877,0.4446500867553499,CM
,3330,Staphylococcus_lentus,0.09614277366877579,0.006347170369113865,0.4023024594453166,CM
,3330,Staphylococcus_lugdunensis,0.1896497204951839,0.04912181424142006,0.4887476160203433,CM
,3330,Staphylococcus_nepalensis,5.869628514961163e-92,0.0,0.0,CM
,3330,Staphylococcus_pasteuri,0.0227842193180875,9.42771550658023e-05,0.3499317250796541,CM
,3330,Staphylococcus_pettenkoferi,0.031030422395211494,0.0015580658502171716,0.3628126474752242,CM
,3330,Staphylococcus_pseudintermedius,0.0057628926273430615,0.0,0.3001952362358454,CM
,3330,Staphylococcus_saprophyticus,0.022364048573230634,0.00010103017668837998,0.34184081814139616,CM
,3330,Staphylococcus_schleiferi,0.20616359980992605,0.06464623342528583,0.5233492171545269,CM
,3330,Staphylococcus_sciuri,0.20853007620534367,0.06549046935890282,0.5233492171545269,CM
,3330,Staphylococcus_succinus,0.1705818016850274,0.034459690354301846,0.45843768634466314,CM
,3330,Staphylococcus_vitulinus,0.2400056371513734,0.08269782566447641,0.5632234432234433,CM
,3330,Staphylococcus_warneri,0.03573584186168899,0.0007770139254140403,0.3499317250796541,CM
,3330,Staphylococcus_xylosus,0.22062537331779972,0.08152874503265461,0.5327789327789327,CM
,3330,PG-2021_10,0.15849489682845286,0.04066430710742568,0.5011734028683182,CM
,3330,PG-2021_12,0.08902053332298694,0.01354151605838794,0.434841628959276,CM
,3330,PG-2021_14,0.10971169653754556,0.023245231269407713,0.45491124260355037,CM
,3330,PG-2021_15,0.13887406488258777,0.011284451362137255,0.46935286935286935,CM
,3330,PG-2021_16,0.14591819654379615,0.009312712803941211,0.46935286935286935,CM
,3330,PG-2021_17,0.17985314583648573,0.06313961125938672,0.5187584345479083,CM
,3330,PG-2021_18,0.12381441366168713,0.007806972572264847,0.45491124260355037,CM
,3330,PG-2021_19,0.12477903785957382,0.005195082699505948,0.44801864801864805,CM
,3330,PG-2021_1,0.08231582956454123,0.005945551608832949,0.42853957636566337,CM
,3330,PG-2021_22,0.11480816657501103,0.003415416153834464,0.434841628959276,CM
,3330,PG-2021_23,0.12012434396645603,0.0057601209556277806,0.44801864801864805,CM
,3330,PG-2021_27,0.03916029758023405,0.0024895330915641815,0.3942564102564103,CM
,3330,PG-2021_29,0.14321779694097964,0.008990642804082433,0.4620192307692308,CM
,3330,PG-2021_2,0.11752564745516193,0.005620472376603604,0.44801864801864805,CM
,3330,PG-2021_31,0.08336417643738096,0.032013584194861645,0.434841628959276,CM
,3330,PG-2021_33,0.09847202631344089,0.01565368571683117,0.42853957636566337,CM
,3330,PG-2021_35,0.10372349019689463,0.010212146805114876,0.44133180252583243,CM
,3330,PG-2021_38,0.1366693798520114,0.014063290903791716,0.46935286935286935,CM
,3330,PG-2021_40,0.10334677600996622,0.004238417802785263,0.434841628959276,CM
,3330,PG-2021_41,0.10753043318723828,0.0073041310785782725,0.44133180252583243,CM
,3330,PG-2021_43,0.11669490979175651,0.006296591260566387,0.45491124260355037,CM
,3330,PG-2021_46,0.05875744624352226,0.0026687006624949686,0.3942564102564103,CM
,3330,PG-2021_47,0.12897137650105608,0.015764150805943535,0.46935286935286935,CM
,3330,PG-2021_4,0.04189382779081663,0.00027653090213466985,0.37429406037000973,CM
,3330,PG-2021_5,0.07071788228355957,0.0012284516368267408,0.4106837606837607,CM
,3330,PG-2021_64,0.1677018537217375,0.018703448586878793,0.4928205128205129,CM
,3330,PG-2021_67,0.02966765972626682,0.00010559081173887978,0.37909270216962526,CM
,3330,PG-2021_68,0.04155976651283218,0.00038816531257465056,0.3995841995841996,CM
,3330,PG-2021_74,0.0756530824009847,0.000995202277597697,0.4106837606837607,CM
,3330,PG-2021_76,0.07055858915971999,0.003911039299810019,0.41646803900325025,CM
,3330,PG-2021_84,0.14365808570497465,0.020553985198456092,0.46935286935286935,CM
,3330,PG-2021_86,0.1650907023159453,0.022044161025859845,0.4847414880201766,CM
,3330,PG-2021_87,0.1408422690551945,0.02322315867244864,0.4847414880201766,CM
,3330,PG-2021_88,0.05510414124506414,0.0010280670327423092,0.3942564102564103,CM
