Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,394190,49640--k141_111749||full.fasta,0.009205931652267914,1.0019177968188172e-05,0.4763037813178448,CM
,394190,49618--k141_678278||full.fasta,0.008318913423192091,8.653209557801086e-06,0.4766739560138251,CM
,394190,49623--k141_121963||full.fasta,0.003402021675201583,1.0832533382526646e-06,0.4051901824687777,CM
,394190,49620--k141_150709_1.fasta,0.01135557528577823,1.765067451158818e-05,0.48473593551172744,CM
,394190,49640--k141_92302||full.fasta,0.00206505155355067,2.7910750188293084e-07,0.3376473323440621,CM
,394190,concatenated_49640_vRhyme_bin_43.fasta,0.013994450980857191,2.6245908036087792e-05,0.4870454849543308,CM
,394190,49640--k141_107615_1.fasta,0.016262504207431396,3.486175224434628e-05,0.4884418087146522,CM
,394190,49614--k141_330859||full.fasta,0.006314565677767194,4.8328860875405866e-06,0.47067483631570006,CM
,394190,49614--k141_142261||lt2gene.fasta,0.01263403981793531,2.1001510392773873e-05,0.4859649625251476,CM
,394190,49640--k141_9439||full.fasta,0.011824984728731034,1.8687078243897024e-05,0.4843531384371703,CM
,394190,concatenated_49617_vRhyme_bin_115.fasta,0.0048637996440738206,2.4422771540719815e-06,0.4536847246120192,CM
,394190,concatenated_49640_vRhyme_bin_502.fasta,0.011442293923571066,1.731107981445582e-05,0.4816903944105778,CM
,394190,49615--k141_353014.fasta,0.008666351592175197,1.047010445511946e-05,0.4812368608889673,CM
,394190,49617--k141_197420||full.fasta,0.013434111697179604,2.336833785730013e-05,0.48642745594653725,CM
,394190,49614--k141_256676||full.fasta,0.00791248672276668,7.97454378663414e-06,0.4796561970774918,CM
,394190,49640--k141_91292||full.fasta,0.012529134336145744,1.9607298939392914e-05,0.4851193381341365,CM
,394190,49620--k141_170404.fasta,0.0064899227858661096,4.6386049165403295e-06,0.4624416641807953,CM
,394190,concatenated_49623_vRhyme_bin_134.fasta,0.008622264738121084,1.0254920661099968e-05,0.4749023454920548,CM
,394190,concatenated_49620_vRhyme_bin_279.fasta,0.0053458096376857505,3.3313709099165085e-06,0.4674463678096096,CM
,394190,49640--k141_78919||full.fasta,0.010160315568494198,1.3141632583700782e-05,0.4778623912761892,CM
,394190,49617--k141_79878||full.fasta,0.006447208729896964,4.440430695951164e-06,0.4596690243595809,CM
,394190,49617--k141_12932||full.fasta,0.006920582814155587,5.981471384373217e-06,0.47226948425578563,CM
,394190,concatenated_49640_vRhyme_bin_424.fasta,0.011719281700596837,1.8510225909533685e-05,0.4851960914508257,CM
,394190,49617--k141_160916||full.fasta,0.015825251747252918,3.417407175574025e-05,0.48828626638244466,CM
,394190,49623--k141_243597||full.fasta,0.003413562936465141,9.023789672192357e-07,0.40158212479734745,CM
,394190,49617--k141_36678||full.fasta,0.011255286286155256,1.629219502851925e-05,0.4805581596826677,CM
,394190,49620--k141_136827||full.fasta,0.016691191780633663,3.775155306970392e-05,0.4888310984322856,CM
,394190,concatenated_49640_vRhyme_bin_244.fasta,0.013753630502947036,2.48635563625206e-05,0.4865046237828102,CM
,394190,49640--k141_16545||full.fasta,0.013387025892614092,2.4012695922225662e-05,0.48658181610709145,CM
,394190,49617--k141_14018||full.fasta,0.002625216105916353,4.379660070573162e-07,0.39506369030788324,CM
