Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality
SM,60550,49614--sample_49614_k141_1366290,0.01812735276101474,1.665529351308509e-05,0.4934164934164934
SM,60550,49614--sample_49614_k141_964555,0.014961982720638114,1.1131003186242403e-05,0.4840244731475187
SM,60550,49614--sample_49614_k141_908383,0.01505006963672769,1.1149769528719392e-05,0.48600682593856653
SM,60550,49614--sample_49614_k141_1673869,0.02142919664042117,2.425717606154852e-05,0.49685973482205165
SM,60550,49614--sample_49614_k141_1427871,0.027148216547023696,4.096877861297967e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_1888333,0.02393611058779012,3.1976960354948235e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_2079091,0.023582931582398936,3.291610003123367e-05,0.4975541579315164
SM,60550,49614--sample_49614_k141_1420726,0.03285204159495404,6.269112045429006e-05,0.5017618040873855
SM,60550,49614--sample_49614_k141_1263971,0.029988129972421326,5.186958847310152e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_1030954,0.014447396641225161,1.1724872670043836e-05,0.48140635564570655
SM,60550,49614--sample_49614_k141_1613401,0.0272362562606154,4.0868328526296074e-05,0.49964912280701756
SM,60550,49614--sample_49614_k141_2292647,0.024021693383573035,3.2402751005635385e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_1389076,0.03582323368069362,7.622437818115461e-05,0.502470007057163
SM,60550,49614--sample_49614_k141_1897406,0.026853948010278676,4.219301255209631e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_656736,0.02069826577220081,2.4145005349940295e-05,0.49685973482205165
SM,60550,49614--sample_49614_k141_1793862,0.02134732862765386,2.4260673529051567e-05,0.4975541579315164
SM,60550,49614--sample_49614_k141_1996265,0.036091226439068404,7.544342421139766e-05,0.502470007057163
SM,60550,49614--sample_49614_k141_75054,0.030390985717345435,5.0898312624354314e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_823274,0.030479061262659854,5.114698097898636e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_1641869,0.023940732164397426,3.0244117450817488e-05,0.4954766875434934
SM,60550,49614--sample_49614_k141_262368,0.027121840805691928,4.1501620124718904e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_1792101,0.021397426979406574,2.2527638848592397e-05,0.4947880472550382
SM,60550,49614--sample_49614_k141_1298515,0.032615176106135034,6.255698696014225e-05,0.5017618040873855
SM,60550,49614--sample_49614_k141_1578042,0.027161616694558934,4.082771179832373e-05,0.49964912280701756
SM,60550,49614--sample_49614_k141_228945,0.030040670595122054,5.177726612349154e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_651585,0.015172122421085356,1.097958247482649e-05,0.48140635564570655
SM,60550,49614--sample_49614_k141_1667848,0.03602790162420938,7.492521853851128e-05,0.502470007057163
SM,60550,49614--sample_49614_k141_46532,0.029804399155972237,5.223548990469661e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_748421,0.029646341165647818,5.335815825904102e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_1167240,0.02351653256567194,3.369785922199091e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_401001,0.027107223278723978,4.02556119424477e-05,0.49964912280701756
SM,60550,49614--sample_49614_k141_461285,0.027311899935742397,4.0642152639908615e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_872999,0.027529636113289672,4.004974587819506e-05,0.4982505248425472
SM,60550,49614--sample_49614_k141_2136151,0.02381431237215799,3.217992110355434e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_841638,0.038528264102697565,9.121406237601806e-05,0.5031802120141343
SM,60550,49614--sample_49614_k141_1051687,0.02998371541262275,5.17509116558836e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_2304003,0.03315240714179764,6.180955551059785e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_179518,0.021085986622572665,2.3948026568398193e-05,0.4982505248425472
SM,60550,49614--sample_49614_k141_2143008,0.020911104962972275,2.381472973138045e-05,0.4954766875434934
SM,60550,49614--sample_49614_k141_1237883,0.023600052124014653,3.237306174195625e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_1581344,0.038961935304221776,8.883997524057045e-05,0.5031802120141343
SM,60550,49614--sample_49614_k141_1609489,0.020722828284522432,2.434992809272694e-05,0.49685973482205165
SM,60550,49614--sample_49614_k141_2141894,0.03311242355813951,6.185426444143259e-05,0.5017618040873855
SM,60550,49614--sample_49614_k141_301897,0.01496956094211417,1.1934882815490015e-05,0.4846834581347856
SM,60550,49614--sample_49614_k141_974705,0.018516708093468462,1.6268904831854202e-05,0.48934707903780067
SM,60550,49614--sample_49614_k141_353846,0.02702606585891968,4.1345264316955196e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_566910,0.02708799404906087,4.059163769357092e-05,0.49964912280701756
SM,60550,49614--sample_49614_k141_290227,0.023713180234788887,3.23951866443078e-05,0.49685973482205165
SM,60550,49614--sample_49614_k141_1083432,0.030420737463850114,4.9513808707468415e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_581161,0.03905621162602335,8.899900963101816e-05,0.5031802120141343
SM,60550,49614--sample_49614_k141_1838286,0.02101057205123676,2.4717068814833132e-05,0.4975541579315164
SM,60550,49614--sample_49614_k141_1809878,0.014806296456559063,1.151238749688103e-05,0.48667122351332875
SM,60550,49614--sample_49614_k141_2021145,0.030002358991902636,4.966919734414404e-05,0.49964912280701756
SM,60550,49614--sample_49614_k141_3196,0.023857597057457797,3.250970124330609e-05,0.4975541579315164
SM,60550,49614--sample_49614_k141_519892,0.01801788151044215,1.715986575657376e-05,0.4934164934164934
SM,60550,49614--sample_49614_k141_1887436,0.0390807426271993,8.999927794098916e-05,0.5031802120141343
SM,60550,49614--sample_49614_k141_1735616,0.038996504540634205,8.934787738111719e-05,0.5031802120141343
SM,60550,49614--sample_49614_k141_1615394,0.0361680646002862,7.428723884670449e-05,0.502470007057163
SM,60550,49614--sample_49614_k141_1820321,0.024013469398568972,3.1290573484266335e-05,0.4975541579315164
SM,60550,49614--sample_49614_k141_541379,0.018039544763403047,1.745016174940955e-05,0.49410131852879946
SM,60550,49614--sample_49614_k141_1777190,0.021090374749792966,2.34767723863452e-05,0.4954766875434934
SM,60550,49614--sample_49614_k141_1387687,0.0271063143797581,4.036264198938288e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_559284,0.030612927205754436,4.984255393897087e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_939162,0.02344228525924936,3.261318057421354e-05,0.49685973482205165
SM,60550,49614--sample_49614_k141_135183,0.033310752744736466,6.140957607234818e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_1716839,0.030073909345369493,5.110449490303197e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_1586341,0.023716506653780268,3.1369755743567144e-05,0.4961672473867596
SM,60550,49614--sample_49614_k141_435800,0.021056386064515722,2.303597275703607e-05,0.49273356401384083
SM,60550,49614--sample_49614_k141_705449,0.023866139586947416,3.2371606381007946e-05,0.4982505248425472
SM,60550,49614--sample_49614_k141_623447,0.014875357942937564,1.102897441078658e-05,0.48140635564570655
SM,60550,49614--sample_49614_k141_148117,0.029858588190023683,5.1172300459369106e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_2202806,0.024234531473795222,3.070166335965792e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_1803943,0.02979334797059161,5.0135826759537696e-05,0.49964912280701756
SM,60550,49614--sample_49614_k141_658929,0.029636139713717473,5.243173939548995e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_1178427,0.024162816782950305,3.1542544048016806e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_548218,0.023951505121424573,3.22448726607699e-05,0.4982505248425472
SM,60550,49614--sample_49614_k141_438690,0.02438428226785927,3.1660842557492456e-05,0.4982505248425472
SM,60550,49614--sample_49614_k141_1698518,0.027082588561633657,4.2474502004559545e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_67510,0.03329043350751586,6.237492876208349e-05,0.5017618040873855
SM,60550,49614--sample_49614_k141_2301029,0.02992106998117697,5.1980759233357675e-05,0.5010555946516537
SM,60550,49614--sample_49614_k141_1080344,0.0268946351307201,4.1768183317801616e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_1426099,0.021154332483190427,2.296050926130284e-05,0.4961672473867596
SM,60550,49614--sample_49614_k141_178616,0.02424106282885245,3.1237863752971436e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_1781076,0.026868694911542264,3.973691704599212e-05,0.4989488437281009
SM,60550,49614--sample_49614_k141_1884003,0.0270509437968599,4.142846806119003e-05,0.500351370344343
SM,60550,49614--sample_49614_k141_1264935,0.02030658414230071,2.4626406412922302e-05,0.4954766875434934
SM,60550,49614--sample_49614_k141_111426,0.017824709844121284,1.7110135473149128e-05,0.4886753603294441
SM,60550,49614--sample_49614_k141_1220811,0.02087135746024622,2.403647448029149e-05,0.4947880472550382
SM,60550,49614--sample_49614_k141_1044103,0.027089028625063183,4.020757509530069e-05,0.4989488437281009
