Method,Iteration,Number of Swaps,Nestedness
Prediction,Prediction,3180,9.246282085877041
CM,Null iteration 1,3180,9.60443649580807
CM,Null iteration 2,3180,12.036892960571107
CM,Null iteration 3,3180,11.246386925522263
CM,Null iteration 4,3180,11.144143575722524
CM,Null iteration 5,3180,11.675731490193048
CM,Null iteration 6,3180,11.341421932017372
CM,Null iteration 7,3180,10.684807227294495
CM,Null iteration 8,3180,11.445973858652733
CM,Null iteration 9,3180,12.602271928357302
CM,Null iteration 10,3180,10.952140505760443
CM,Null iteration 11,3180,11.202313238409527
CM,Null iteration 12,3180,11.548477556614834
CM,Null iteration 13,3180,10.450726964576102
CM,Null iteration 14,3180,11.091552777806719
CM,Null iteration 15,3180,10.449711275869413
CM,Null iteration 16,3180,10.80355110704371
CM,Null iteration 17,3180,12.64173051999877
CM,Null iteration 18,3180,10.200750275810911
CM,Null iteration 19,3180,10.122151622867122
CM,Null iteration 20,3180,11.133942714654575
CM,Null iteration 21,3180,10.175307336100449
CM,Null iteration 22,3180,11.070568327298863
CM,Null iteration 23,3180,10.916675553002257
CM,Null iteration 24,3180,12.601542418962985
CM,Null iteration 25,3180,10.949815503708301
CM,Null iteration 26,3180,12.400319605879877
CM,Null iteration 27,3180,13.010399112569862
CM,Null iteration 28,3180,10.698546712268517
CM,Null iteration 29,3180,11.424306217672697
CM,Null iteration 30,3180,11.810425018428898
CM,Null iteration 31,3180,11.646954718819867
CM,Null iteration 32,3180,12.414104214431646
CM,Null iteration 33,3180,10.97400513559257
CM,Null iteration 34,3180,10.312446925968633
CM,Null iteration 35,3180,10.635017527814036
CM,Null iteration 36,3180,10.611799672556403
CM,Null iteration 37,3180,11.764074707732238
CM,Null iteration 38,3180,10.053169296814701
CM,Null iteration 39,3180,10.943666257072756
CM,Null iteration 40,3180,11.540944715671856
CM,Null iteration 41,3180,11.36046752920995
CM,Null iteration 42,3180,10.597013299444782
CM,Null iteration 43,3180,10.466834290160751
CM,Null iteration 44,3180,11.039374219576741
CM,Null iteration 45,3180,12.399090801267615
CM,Null iteration 46,3180,10.6544231726987
CM,Null iteration 47,3180,11.916012072924516
CM,Null iteration 48,3180,11.311515360296587
CM,Null iteration 49,3180,11.464271743698133
CM,Null iteration 50,3180,11.359100984713402
CM,Null iteration 51,3180,11.064246980685255
CM,Null iteration 52,3180,11.315570050587029
CM,Null iteration 53,3180,11.248582588080525
CM,Null iteration 54,3180,11.906752976320039
CM,Null iteration 55,3180,11.564944824895104
CM,Null iteration 56,3180,10.134853283725464
CM,Null iteration 57,3180,11.638704897387896
CM,Null iteration 58,3180,12.330057417317906
CM,Null iteration 59,3180,11.424547361577437
CM,Null iteration 60,3180,11.382652435284013
CM,Null iteration 61,3180,10.624169912067075
CM,Null iteration 62,3180,11.805842960499763
CM,Null iteration 63,3180,10.345536419814858
CM,Null iteration 64,3180,9.965392506272934
CM,Null iteration 65,3180,11.064998513088495
CM,Null iteration 66,3180,11.503680521246613
CM,Null iteration 67,3180,10.939697869839756
CM,Null iteration 68,3180,11.1416985236716
CM,Null iteration 69,3180,11.296187596460456
CM,Null iteration 70,3180,10.786742626495233
CM,Null iteration 71,3180,11.854094378281864
CM,Null iteration 72,3180,11.951725275694473
CM,Null iteration 73,3180,10.98266717786485
CM,Null iteration 74,3180,11.974975264582348
CM,Null iteration 75,3180,10.939921184536757
CM,Null iteration 76,3180,10.643315972705981
CM,Null iteration 77,3180,11.011767350470965
CM,Null iteration 78,3180,11.552717603360339
CM,Null iteration 79,3180,11.295772805898928
CM,Null iteration 80,3180,9.799770763098437
CM,Null iteration 81,3180,9.996108571138889
CM,Null iteration 82,3180,10.896445290769812
CM,Null iteration 83,3180,12.736178198469005
CM,Null iteration 84,3180,10.254758040084258
CM,Null iteration 85,3180,11.987732119256496
CM,Null iteration 86,3180,9.968424622511453
CM,Null iteration 87,3180,10.511927215668424
CM,Null iteration 88,3180,11.054756403216263
CM,Null iteration 89,3180,11.901416787998162
CM,Null iteration 90,3180,11.43735787011921
CM,Null iteration 91,3180,10.058167098350218
CM,Null iteration 92,3180,11.565273255862632
CM,Null iteration 93,3180,11.656095807472234
CM,Null iteration 94,3180,11.392456604219884
CM,Null iteration 95,3180,11.923084392633264
CM,Null iteration 96,3180,11.003350817533452
CM,Null iteration 97,3180,11.09213683546087
CM,Null iteration 98,3180,11.944567399345473
CM,Null iteration 99,3180,10.550917604507223
CM,Null iteration 100,3180,10.439962695159153
CM,Null iteration 101,3180,11.394622551431913
CM,Null iteration 102,3180,10.973414835360021
CM,Null iteration 103,3180,11.368741948756501
CM,Null iteration 104,3180,11.428525936832994
CM,Null iteration 105,3180,11.294313337510038
CM,Null iteration 106,3180,10.136182255640175
CM,Null iteration 107,3180,10.6073892293332
CM,Null iteration 108,3180,12.373265218760004
CM,Null iteration 109,3180,10.626102690394468
CM,Null iteration 110,3180,10.861282694856548
CM,Null iteration 111,3180,10.305031903849512
CM,Null iteration 112,3180,10.621779349817185
CM,Null iteration 113,3180,11.979772839201653
CM,Null iteration 114,3180,10.019066037177849
CM,Null iteration 115,3180,10.658795804405797
CM,Null iteration 116,3180,11.15262769475115
CM,Null iteration 117,3180,12.011750044226396
CM,Null iteration 118,3180,11.183766031176898
CM,Null iteration 119,3180,10.810942283522929
CM,Null iteration 120,3180,11.518392973480289
CM,Null iteration 121,3180,11.343010655095302
CM,Null iteration 122,3180,12.364722796404823
CM,Null iteration 123,3180,10.931211957794543
CM,Null iteration 124,3180,10.158085872814226
CM,Null iteration 125,3180,10.662615950761719
CM,Null iteration 126,3180,10.673717482964388
CM,Null iteration 127,3180,12.756099489079116
CM,Null iteration 128,3180,10.53176919692806
CM,Null iteration 129,3180,11.236347480368824
CM,Null iteration 130,3180,11.240765070082315
CM,Null iteration 131,3180,12.158281447579288
CM,Null iteration 132,3180,10.917683872437692
CM,Null iteration 133,3180,10.905762244465858
CM,Null iteration 134,3180,9.803696583013828
CM,Null iteration 135,3180,10.218400047953772
CM,Null iteration 136,3180,11.242572372247366
CM,Null iteration 137,3180,11.42402583806901
CM,Null iteration 138,3180,11.708002212167868
CM,Null iteration 139,3180,12.015689142829574
CM,Null iteration 140,3180,11.579537033290368
CM,Null iteration 141,3180,11.402792086238605
CM,Null iteration 142,3180,11.604511038588166
CM,Null iteration 143,3180,10.289958713370064
CM,Null iteration 144,3180,10.56020133355205
CM,Null iteration 145,3180,10.92346599758072
CM,Null iteration 146,3180,11.28885905575816
CM,Null iteration 147,3180,11.8231450469384
CM,Null iteration 148,3180,10.707859613504775
CM,Null iteration 149,3180,10.718662992086468
CM,Null iteration 150,3180,12.020168790166366
CM,Null iteration 151,3180,11.490194748792856
CM,Null iteration 152,3180,11.163402475929761
CM,Null iteration 153,3180,11.615348101517153
CM,Null iteration 154,3180,11.541066697336404
CM,Null iteration 155,3180,10.413905908412335
CM,Null iteration 156,3180,11.032617105319021
CM,Null iteration 157,3180,11.31425813521375
CM,Null iteration 158,3180,11.403145665879112
CM,Null iteration 159,3180,10.996343652843773
CM,Null iteration 160,3180,12.20046392688886
CM,Null iteration 161,3180,12.113224549993893
CM,Null iteration 162,3180,11.923238962912745
CM,Null iteration 163,3180,10.362716575741072
CM,Null iteration 164,3180,11.869275056875106
CM,Null iteration 165,3180,11.245733760674337
CM,Null iteration 166,3180,11.088827323941318
CM,Null iteration 167,3180,11.753717056651812
CM,Null iteration 168,3180,13.090634723026184
CM,Null iteration 169,3180,10.338969739533649
CM,Null iteration 170,3180,12.103400506438343
CM,Null iteration 171,3180,11.185517604447995
CM,Null iteration 172,3180,10.01807516532838
CM,Null iteration 173,3180,12.164684630862173
CM,Null iteration 174,3180,10.565007437115126
CM,Null iteration 175,3180,10.441517000933686
CM,Null iteration 176,3180,10.18469386341688
CM,Null iteration 177,3180,10.998716188007965
CM,Null iteration 178,3180,11.531333234098211
CM,Null iteration 179,3180,11.194338744635857
CM,Null iteration 180,3180,9.606904842940498
CM,Null iteration 181,3180,10.611458762489566
CM,Null iteration 182,3180,12.64860534269945
CM,Null iteration 183,3180,11.782417129452057
CM,Null iteration 184,3180,10.589174152174394
CM,Null iteration 185,3180,10.183904037590674
CM,Null iteration 186,3180,10.715810128373796
CM,Null iteration 187,3180,10.48921161908671
CM,Null iteration 188,3180,10.738315559719876
CM,Null iteration 189,3180,12.162155122614738
CM,Null iteration 190,3180,11.41406588937513
CM,Null iteration 191,3180,10.590792092538393
CM,Null iteration 192,3180,11.326773783389111
CM,Null iteration 193,3180,11.672518948295082
CM,Null iteration 194,3180,11.332334480406272
CM,Null iteration 195,3180,11.08318366086981
CM,Null iteration 196,3180,11.610253153346775
CM,Null iteration 197,3180,11.391789559646703
CM,Null iteration 198,3180,11.303342513389808
CM,Null iteration 199,3180,10.740345253151462
CM,Null iteration 200,3180,11.992174817259706
CM,Null iteration 201,3180,11.509583223389917
CM,Null iteration 202,3180,10.866922209221507
CM,Null iteration 203,3180,12.740577440049911
CM,Null iteration 204,3180,11.37417453729605
CM,Null iteration 205,3180,10.663367331054694
CM,Null iteration 206,3180,11.901997703834958
CM,Null iteration 207,3180,10.446141664544527
CM,Null iteration 208,3180,12.0016034003725
CM,Null iteration 209,3180,10.365593161251661
CM,Null iteration 210,3180,11.408308083702215
CM,Null iteration 211,3180,13.184977730787821
CM,Null iteration 212,3180,10.575322777311621
CM,Null iteration 213,3180,10.933799673794823
CM,Null iteration 214,3180,12.617073085779126
CM,Null iteration 215,3180,11.08259463270984
CM,Null iteration 216,3180,12.104664104591343
CM,Null iteration 217,3180,10.884276549574876
CM,Null iteration 218,3180,11.267724972496982
CM,Null iteration 219,3180,12.581026537399325
CM,Null iteration 220,3180,10.424708450387566
CM,Null iteration 221,3180,11.443207478376046
CM,Null iteration 222,3180,10.0804278024506
CM,Null iteration 223,3180,11.180070372266588
CM,Null iteration 224,3180,12.007099626193732
CM,Null iteration 225,3180,12.276775742650106
CM,Null iteration 226,3180,11.132911454164184
CM,Null iteration 227,3180,10.68111145733023
CM,Null iteration 228,3180,11.010953129792567
CM,Null iteration 229,3180,11.897139742786116
CM,Null iteration 230,3180,11.004409030482279
CM,Null iteration 231,3180,11.955513450626233
CM,Null iteration 232,3180,10.73321763597655
CM,Null iteration 233,3180,11.458647043257763
CM,Null iteration 234,3180,11.191540932724536
CM,Null iteration 235,3180,11.290076980448069
CM,Null iteration 236,3180,11.695099684991753
CM,Null iteration 237,3180,10.056823861050153
CM,Null iteration 238,3180,12.207189291830328
CM,Null iteration 239,3180,11.690395538382441
CM,Null iteration 240,3180,12.263492085702854
CM,Null iteration 241,3180,12.74254568901064
CM,Null iteration 242,3180,12.36887947393647
CM,Null iteration 243,3180,10.311192434913027
CM,Null iteration 244,3180,12.375942423383606
CM,Null iteration 245,3180,12.409691317252559
CM,Null iteration 246,3180,11.336695929989649
CM,Null iteration 247,3180,10.95303922974915
CM,Null iteration 248,3180,10.586726891159342
CM,Null iteration 249,3180,10.225079769719596
CM,Null iteration 250,3180,10.144990945670063
CM,Null iteration 251,3180,9.56192327291648
CM,Null iteration 252,3180,10.986565645527566
CM,Null iteration 253,3180,12.415341700771
CM,Null iteration 254,3180,10.712075252610056
CM,Null iteration 255,3180,10.415844892973197
CM,Null iteration 256,3180,12.112287682673323
