Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,3180,MG592390.1,0.020508676944142816,0.0024299738084489118,0.26562526351294374,CM
,3180,MG592391.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592392.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592393.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592394.1,0.12217915364652075,0.05600678629170755,0.4205337356153045,CM
,3180,MG592395.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592396.1,0.11023140538480622,0.06722197842705907,0.399114360286851,CM
,3180,MG592397.1,0.07923324095181469,0.00741262124851109,0.3278638189804118,CM
,3180,MG592398.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592399.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592400.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592401.1,0.022062788643971324,0.0010360056960967213,0.2662269062389074,CM
,3180,MG592402.1,0.0776435605928457,0.009947997078694768,0.3315632696882302,CM
,3180,MG592403.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592406.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592407.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592408.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592409.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592410.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592411.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592412.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592413.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592414.1,0.0037008223466590533,0.0,0.23721327770833017,CM
,3180,MG592415.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592416.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592417.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592418.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592420.1,0.0030680970985870895,0.0,0.23069515035226223,CM
,3180,MG592421.1,0.0030680970985870895,0.0,0.23069515035226223,CM
,3180,MG592422.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592423.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592424.1,0.08570938844271206,0.015488381085414412,0.33344447972901453,CM
,3180,MG592425.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592426.1,0.05928252290723563,0.015771477985163592,0.32695181948394325,CM
,3180,MG592427.1,0.09917133841471044,0.03267965920368134,0.37020213891174053,CM
,3180,MG592428.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592429.1,8.20404868601575e-62,0.0,0.0,CM
,3180,MG592430.1,0.10244338506183816,0.03781270242856071,0.38600715633654387,CM
,3180,MG592431.1,1.182328019368638e-44,0.0,0.0037313432835820895,CM
,3180,MG592432.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592433.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592434.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592435.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592436.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592437.1,0.05536877427762891,0.017958009599394024,0.32424601132269687,CM
,3180,MG592438.1,0.035255606797703384,0.004335431999347682,0.29275013475585954,CM
,3180,MG592439.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592440.1,0.05654438945000419,0.014336171656294847,0.32424601132269687,CM
,3180,MG592441.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592442.1,0.0018539386924817595,0.0,0.21786687507780836,CM
,3180,MG592443.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592444.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592445.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592446.1,0.10011636500254945,0.030349702174879267,0.37254890365920007,CM
,3180,MG592447.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592448.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592449.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592450.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592451.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592452.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592453.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592454.1,0.0037008223466590533,0.0,0.23721327770833017,CM
,3180,MG592455.1,0.11911105654793366,0.04449672408105513,0.4146002790281397,CM
,3180,MG592456.1,0.007359244623436737,0.0,0.24667193935881973,CM
,3180,MG592457.1,0.002497517617340027,0.0,0.2182714560900234,CM
,3180,MG592458.1,0.0776435605928457,0.009947997078694768,0.3315632696882302,CM
,3180,MG592459.1,0.019404707311116647,0.0,0.26265738347369294,CM
,3180,MG592460.1,0.07726911348625377,0.009228424263548767,0.3297031671934856,CM
,3180,MG592461.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592462.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592463.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592464.1,0.017815026952147657,0.0,0.26207174828200136,CM
,3180,MG592465.1,8.20404868601575e-62,0.0,0.0,CM
,3180,MG592466.1,0.017440579845555724,0.0,0.26207174828200136,CM
,3180,MG592467.1,0.05982853364069804,0.0,0.29421571740795394,CM
,3180,MG592468.1,0.017815026952147657,0.0,0.26207174828200136,CM
