Method,Number of Swaps,Node,Eigenvector Centrality,Betweenness Centrality,Closeness Centrality,Methods
,3180,MG592390.1,0.021693281766896232,0.00698753423891777,0.2603304077618552,CM
,3180,MG592391.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592392.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592393.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592394.1,0.10361608924557607,0.062323269235281746,0.36673690828230143,CM
,3180,MG592395.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592396.1,0.12287520246345779,0.06471384416242128,0.4205337356153045,CM
,3180,MG592397.1,0.018142554248241554,0.00883098109591309,0.26683128060040323,CM
,3180,MG592398.1,0.001119043550344033,0.0,0.2249553667071342,CM
,3180,MG592399.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592400.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592401.1,0.01717577007623536,0.013919168203924196,0.26383654119972527,CM
,3180,MG592402.1,0.03860835461192922,0.003938650909810605,0.28986234057824317,CM
,3180,MG592403.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592406.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592407.1,0.001119043550344033,0.0,0.2249553667071342,CM
,3180,MG592408.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592409.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592410.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592411.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592412.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592413.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592414.1,0.00019232122645860498,0.0,0.1680331366754505,CM
,3180,MG592415.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592416.1,0.009432491603086054,0.0,0.24012089704694098,CM
,3180,MG592417.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592418.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592420.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592421.1,0.00024093405083671477,0.0,0.17530078911928054,CM
,3180,MG592422.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592423.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592424.1,0.115246876176005,0.031527934598619425,0.40322188372033485,CM
,3180,MG592425.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592426.1,0.10317670235378971,0.028028638584323882,0.37373347886956315,CM
,3180,MG592427.1,0.026937870402657008,0.04509897706873506,0.27819924048397066,CM
,3180,MG592428.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592429.1,1.0990955203155258e-64,0.0,0.0,CM
,3180,MG592430.1,0.10765585708119353,0.023096665976981564,0.37254890365920007,CM
,3180,MG592431.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592432.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592433.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592434.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592435.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592436.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592437.1,0.115246876176005,0.031527934598619425,0.40322188372033485,CM
,3180,MG592438.1,0.07672070005280617,0.005215188660194315,0.31639079166750367,CM
,3180,MG592439.1,0.001119043550344033,0.0,0.2249553667071342,CM
,3180,MG592440.1,0.06250243892252903,0.02634348606591921,0.32695181948394325,CM
,3180,MG592441.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592442.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592443.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592444.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592445.1,0.0020085825541056803,0.0,0.2245256525395943,CM
,3180,MG592446.1,0.115246876176005,0.031527934598619425,0.40322188372033485,CM
,3180,MG592447.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592448.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592449.1,0.005619743733347109,0.0,0.23531367188083605,CM
,3180,MG592450.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592451.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592452.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592453.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592454.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592455.1,0.09408217578580742,0.03036599973639619,0.34519582703223967,CM
,3180,MG592456.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592457.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592458.1,0.027122409158648428,0.001191070993295904,0.26383654119972527,CM
,3180,MG592459.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592460.1,0.03860835461192922,0.003938650909810605,0.28986234057824317,CM
,3180,MG592461.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592462.1,0.005619743733347109,0.0,0.23531367188083605,CM
,3180,MG592463.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592464.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592465.1,1.0990955203155258e-64,0.0,0.0,CM
,3180,MG592466.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592467.1,0.009432491603086054,0.0,0.24012089704694098,CM
,3180,MG592468.1,0.00024093405083671477,0.0,0.17530078911928054,CM
,3180,MG592469.1,0.0993639544840508,0.02478736049022446,0.36673690828230143,CM
,3180,MG592470.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592471.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592472.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592473.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592474.1,0.10317670235378971,0.028028638584323882,0.37373347886956315,CM
,3180,MG592475.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592476.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592477.1,1.0990955203155258e-64,0.0,0.0,CM
,3180,MG592478.1,1.0990955203155258e-64,0.0,0.0,CM
,3180,MG592480.1,0.09567061481607898,0.0350822221116799,0.36788475463060283,CM
,3180,MG592482.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592483.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592484.1,0.00015225937833783808,0.0,0.16924287848016933,CM
,3180,MG592486.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592487.1,1.0990955203155258e-64,0.0,0.0,CM
,3180,MG592488.1,0.009432491603086054,0.0,0.24012089704694098,CM
,3180,MG592490.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592492.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592494.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592495.1,0.07672070005280617,0.005215188660194315,0.31639079166750367,CM
,3180,MG592496.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592498.1,0.001119043550344033,0.0,0.2249553667071342,CM
,3180,MG592499.1,0.0020085825541056803,0.0,0.2245256525395943,CM
,3180,MG592500.1,0.10765585708119353,0.023096665976981564,0.37254890365920007,CM
,3180,MG592501.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592502.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592503.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592504.1,0.0023914188852984905,0.0,0.23344424846966755,CM
,3180,MG592505.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592506.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592507.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592508.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592509.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592511.1,0.07663852156407579,0.0048945037933794365,0.31639079166750367,CM
,3180,MG592512.1,0.11327560081454066,0.030619086080869676,0.3797711764280375,CM
,3180,MG592513.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592514.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592515.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592516.1,0.0215848439140317,0.0,0.259182313350557,CM
,3180,MG592517.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592518.1,0.009432491603086054,0.0,0.24012089704694098,CM
,3180,MG592519.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592520.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592521.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592522.1,1.0990955203155258e-64,0.0,0.0,CM
,3180,MG592523.1,0.021502665425301316,0.0,0.2597550919435969,CM
,3180,MG592524.1,0.0020085825541056803,0.0,0.2245256525395943,CM
,3180,MG592525.1,0.01702351069789752,0.0,0.26265738347369294,CM
,3180,MG592526.1,0.05513585613877446,0.0,0.28703096240409676,CM
,3180,MG592527.1,0.05513585613877446,0.0,0.28703096240409676,CM
